,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,São Paulo,Avaí,67.46672881040436,19.179472667303695,13.352249957186062,43.53882454534048,11.752380732821841
1,Santos,Athletico-PR,47.66013138899863,30.057136652661598,22.28272478645798,48.11205583294312,29.623518700603846
2,Fluminense,Juventude,80.83535201295578,13.190009735037373,5.966177247466824,56.69609529659915,7.48221635664707
3,Corinthians,Atlético-GO,64.77443751552472,23.460761847335498,11.76465304938604,57.977505875836385,18.967228411986685
4,Fortaleza,Flamengo,27.168656343287978,31.37420844699996,41.457132771749194,33.747722365273354,44.13556531895945
5,Coritiba,Ceará,40.01264335473348,30.03989368399449,29.947458976642803,39.20853781349916,32.25618896057735
6,Cuiabá,América-MG,32.156966605180976,41.43649603202187,26.406537346381505,56.778926012027476,51.830301159904934
7,Atlético-MG,Palmeiras,23.704281035687124,30.529338597424687,45.76637523405519,30.86459982961896,46.925894202941706
8,Internacional,Bragantino,58.36757434188884,22.85705231718575,18.775049138748397,40.0129525261033,16.416297971508552
9,Goiás,Botafogo,50.71864914354366,27.142620453988254,22.138698008763097,43.33571376407612,24.19716723489028
