,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.1079128780478325,0.8769234879646657,1.3139848679468993,1.1510620295857295
2,Botafogo,1.1247362263947018,1.1324542618230145,1.1273041465613036,1.544815689261207
3,Corinthians,1.032168880227187,1.0124350510990066,0.8924732463281844,1.3115823742752155
4,Fluminense,1.8025265644915156,0.9686397239325277,0.9737217269288087,1.2406996346863015
5,Palmeiras,1.8863107046551981,0.9305886590993895,1.7204517556929457,1.0730199266769211
6,São Paulo,1.4568054379467266,1.0607034553905408,1.1671654289782976,1.352848775054727
7,Santos,1.5741556087583803,1.6446436534493192,1.1485982733068587,1.4393446861835613
8,Bragantino,1.4021688889027675,1.0463218919884374,1.326879721701777,1.5829619216368396
9,Atlético-MG,1.4966182298293487,0.7830229121838086,1.3302614597991644,1.1087143556577352
10,Internacional,1.6767394360235737,1.26913980691872,1.0340127461455666,1.0759209327000883
11,Juventude,1.3700267054483537,1.0693427434447034,0.6883195141570053,1.8952544390873822
12,Goiás,1.0211211411474865,1.6566725049828976,1.0544670473933457,1.8138992488911025
13,Athletico-PR,1.2875918171515002,1.4467887220332936,0.9859141015840951,1.5343001007238688
14,Coritiba,1.3745957405175004,0.9516118018992517,1.2561526046604188,1.6894801816227587
15,Avaí,1.209217347529657,1.2211491999842463,0.8992288661122674,1.8924004739159959
16,América-MG,1.4261418141996027,1.1150423459215522,1.0988206011577764,1.5586140891835414
17,Ceará,1.1987119790938616,1.2125448096152522,1.2845836355530986,1.4540866278962459
18,Fortaleza,1.604152547974533,0.891511122316561,1.0223773529796698,1.1885745683236861
19,Atlético-GO,1.6979693746368134,0.9858914400135884,1.1780979904800346,1.5825246780436362
20,Cuiabá,1.145113490018544,1.031126017704798,0.8611172313074065,1.4227839610098276
