,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Ceará,Palmeiras,17.96497877113187,31.391757451505775,50.6432589918907,31.081150287969557,56.67012361949699
1,Goiás,Coritiba,50.05932745965709,24.14248835049226,25.798015856743127,32.02539867347236,18.60513587997452
2,Corinthians,Botafogo,57.962911014041694,25.926385068076797,16.110644122910948,51.833277567553594,22.035045757866325
3,Flamengo,Atlético-GO,69.93025041306163,19.945233126211722,10.123880182371886,56.04993826395004,14.328058085119928
4,Internacional,Atlético-MG,45.56536546436533,27.630243840610756,26.80437062030671,38.14651024461134,26.0074222021996
5,Athletico-PR,São Paulo,48.16226232044657,24.36573592151744,27.471860863653454,30.576242964395483,19.2540176036122
6,América-MG,Avaí,40.73079161365807,30.511655177052134,28.757549833207225,41.13307834016642,32.69874225341042
7,Cuiabá,Fortaleza,36.179582602418215,39.2159542742855,24.60446305957941,56.542858584440694,46.79242751093529
8,Bragantino,Juventude,76.59695020171526,15.69806188153543,7.701504726614085,55.07414075587679,9.599962710874518
9,Santos,Fluminense,41.63881450973223,31.573459501546413,26.787723715016327,44.850404102103525,33.97737877322221
