,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,9.0,América-MG,Cuiabá,53.245930431370574,27.579067289434473,21.066754495738547,42.81080808665649,19.364053687724784
1,9.0,Ceará,Coritiba,45.878890611363865,25.926851617695196,30.173287427690145,23.431784852809585,19.869769894017313
2,9.0,Avaí,São Paulo,32.085155525774006,25.418606669893492,44.401690873198824,15.56109173296397,17.691193892107453
3,9.0,Athletico-PR,Santos,38.06175135545758,32.63387569472341,31.30881925596079,34.95142129841637,39.47945170061846
4,9.0,Atlético-GO,Corinthians,33.29595236137051,29.015843321453676,39.67372741852911,25.410930600869143,30.800704660467485
5,9.0,Juventude,Fluminense,37.94126380344704,29.09215543248349,34.87929553489906,27.676259679389858,23.63662380336507
6,9.0,Flamengo,Fortaleza,57.088599398590475,24.700289993260636,19.994266823643216,46.99504678420022,20.70197614176969
7,9.0,Palmeiras,Atlético-MG,46.770074064016704,24.759612823628157,30.216950197311935,36.964615598867184,19.624457507675153
8,9.0,Bragantino,Internacional,46.656958685653194,30.8438804540328,24.502397314663813,45.496175462954035,25.533143454579637
9,9.0,Botafogo,Goiás,53.08131757269717,26.195159804438372,22.658361225848648,32.08915986267176,16.093277005024888
