,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.0,0.75,1.8333333333333333,0.6666666666666666,1.9166666666666665,0.7083333333333333,1.25,1.1666666666666665,1.2083333333333333
1,Internacional,1.8571428571428572,1.1428571428571428,1.125,0.875,1.4910714285714286,1.0089285714285714,0.7142857142857144,0.25,0.4821428571428572
2,Fluminense,1.75,1.125,0.7142857142857143,0.5714285714285714,1.2321428571428572,0.8482142857142857,0.625,0.1428571428571429,0.3839285714285715
3,Atlético-MG,1.75,1.0,1.2857142857142858,1.2857142857142858,1.5178571428571428,1.1428571428571428,0.75,0.0,0.375
4,Santos,1.5,1.0,1.0,0.8571428571428571,1.25,0.9285714285714286,0.5,0.1428571428571429,0.3214285714285714
5,Flamengo,1.6666666666666667,0.6666666666666666,1.0,1.5,1.3333333333333335,1.0833333333333333,1.0,-0.5,0.2500000000000002
6,São Paulo,1.7142857142857142,1.0,1.0,1.25,1.3571428571428572,1.125,0.7142857142857142,-0.25,0.2321428571428572
7,Athletico-PR,1.4285714285714286,1.0,1.0,1.0,1.2142857142857144,1.0,0.4285714285714286,0.0,0.2142857142857144
8,Corinthians,1.1428571428571428,0.2857142857142857,1.0,1.5,1.0714285714285714,0.8928571428571428,0.8571428571428571,-0.5,0.1785714285714286
9,Bragantino,1.375,1.0,1.1428571428571428,1.5714285714285714,1.2589285714285714,1.2857142857142856,0.375,-0.4285714285714286,-0.02678571428571419
10,Ceará,0.8571428571428571,1.2857142857142858,1.0,0.75,0.9285714285714286,1.0178571428571428,-0.4285714285714287,0.25,-0.08928571428571419
11,Botafogo,1.0,1.2857142857142858,1.125,1.25,1.0625,1.2678571428571428,-0.2857142857142858,-0.125,-0.2053571428571428
12,Goiás,1.1428571428571428,1.0,0.75,1.375,0.9464285714285714,1.1875,0.1428571428571428,-0.625,-0.2410714285714286
13,Atlético-GO,1.25,0.875,0.8571428571428571,1.7142857142857142,1.0535714285714286,1.2946428571428572,0.375,-0.8571428571428571,-0.2410714285714286
14,América-MG,1.2857142857142858,0.7142857142857143,0.375,1.5,0.8303571428571429,1.1071428571428572,0.5714285714285715,-1.125,-0.2767857142857143
15,Cuiabá,0.5714285714285714,0.5714285714285714,0.875,1.5,0.7232142857142857,1.0357142857142856,0.0,-0.625,-0.3124999999999999
16,Coritiba,1.375,0.875,1.0,2.142857142857143,1.1875,1.5089285714285714,0.5,-1.1428571428571428,-0.3214285714285714
17,Avaí,1.75,1.5,0.5714285714285714,1.5714285714285714,1.1607142857142856,1.5357142857142856,0.25,-1.0,-0.375
18,Fortaleza,0.5,0.75,1.2857142857142858,2.0,0.8928571428571429,1.375,-0.25,-0.7142857142857142,-0.4821428571428571
19,Juventude,0.625,1.625,0.8571428571428571,1.7142857142857142,0.7410714285714286,1.6696428571428572,-1.0,-0.8571428571428571,-0.9285714285714286
