,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,Fortaleza,1.6035178139621038,0.6460683655331317,1.0826085160539785,1.0608624348901416,1.3430631650080411,0.8534654002116366,0.9574494484289721,0.021746081163836806,0.4895977647964045,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.5,1.3333333333333335,-0.6666666666666667,-1.0,-0.8333333333333335,0.8430631650080411
1,Atlético-GO,1.9140752903408176,1.1972203116625888,0.8381699824155122,1.6192923664335932,1.376122636378165,1.408256339048091,0.7168549786782288,-0.781122384018081,-0.03213370266992621,1.0,0.5,0.3333333333333333,2.0,0.6666666666666666,1.25,0.5,-1.6666666666666667,-0.5833333333333334,0.7094559697114983
2,Flamengo,2.1355357081854067,0.7301823968864517,1.4156520403615191,1.1087238160941315,1.775593874273463,0.9194531064902915,1.405353311298955,0.30692822426738764,0.8561407677831714,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.1666666666666665,1.0,0.6666666666666666,-0.33333333333333326,0.16666666666666652,0.6089272076067964
3,Ceará,1.4129010802199844,1.5513178109835064,1.3633872309608872,1.5795274734291151,1.3881441555904357,1.5654226422063107,-0.138416730763522,-0.21614024246822794,-0.17727848661587498,1.0,2.0,0.6666666666666666,1.0,0.8333333333333333,1.5,-1.0,-0.33333333333333337,-0.6666666666666667,0.5548108222571024
4,Atlético-MG,1.9955561442323648,0.8467470032468187,1.7424671401681486,0.6860515241382529,1.8690116422002567,0.7663992636925359,1.148809140985546,1.0564156160298959,1.1026123785077209,1.5,1.0,1.3333333333333333,1.0,1.4166666666666665,1.0,0.5,0.33333333333333326,0.4166666666666665,0.4523449755335902
5,Athletico-PR,1.067162235310648,1.2500516980420553,0.8107832426771594,0.9851415678206137,0.9389727389939038,1.1175966329313345,-0.18288946273140727,-0.17435832514345428,-0.17862389393743072,1.0,0.5,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.4166666666666667,0.5,-2.0,-0.7500000000000001,0.27230607232723714
6,Internacional,1.6588752118544192,1.084118837247681,0.9455499366737499,1.2440410935798454,1.3022125742640847,1.1640799654137632,0.5747563746067381,-0.2984911569060955,0.13813260885032141,1.3333333333333333,1.0,0.75,1.0,1.0416666666666665,1.0,0.33333333333333326,-0.25,0.04166666666666652,0.26054590759741814
7,Fluminense,1.4271186208408775,0.7930216943149059,0.7581264891934492,1.7222930422782736,1.0926225550171633,1.2576573682965897,0.6340969265259716,-0.9641665530848245,-0.16503481327942637,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.25928922168383006
8,Avaí,1.475442035454928,0.9578908188643576,0.9910008052644345,1.4168796951257205,1.2332214203596812,1.187385256995039,0.5175512165905705,-0.4258788898612861,0.045836163364642246,1.75,1.25,0.3333333333333333,1.6666666666666667,1.0416666666666667,1.4583333333333335,0.5,-1.3333333333333335,-0.41666666666666674,0.19155475369301445
9,Cuiabá,1.0379539478079358,1.3604458297705466,1.0033129044167184,1.71975343242261,1.020633426112327,1.5400996310965782,-0.3224918819626108,-0.7164405280058916,-0.5194662049842511,0.6666666666666666,0.6666666666666666,1.0,1.5,0.8333333333333333,1.0833333333333333,0.0,-0.5,-0.25,0.18730009277899384
10,Juventude,1.1948196398961421,1.1200590378059185,0.7429848981911021,1.540607336981062,0.9689022690436222,1.3303331873934903,0.07476060209022362,-0.7976224387899599,-0.36143091834986807,0.5,1.5,1.3333333333333333,2.0,0.9166666666666666,1.75,-1.0,-0.6666666666666667,-0.8333333333333334,0.05223560237695557
11,Palmeiras,1.8717084293792432,0.9743460904779395,2.1944737084494452,0.9607685808364832,2.033091068914344,0.9675573356572114,0.8973623389013037,1.233705127612962,1.0655337332571329,2.0,0.75,2.0,0.5,2.0,0.625,1.25,1.5,1.375,0.03309106891434421
12,Bragantino,0.9635842135263968,1.1645270354356028,1.2627096950933956,1.4483562082337962,1.1131469543098962,1.3064416218346995,-0.20094282190920598,-0.1856465131404006,-0.1932946675248033,1.5,0.75,0.6666666666666666,1.0,1.0833333333333333,0.875,0.75,-0.33333333333333337,0.20833333333333326,0.029813620976562927
13,Santos,1.4479311045582763,1.45814872785853,0.8770080617020524,1.3174598447438746,1.1624695831301644,1.3878042863012023,-0.010217623300253553,-0.4404517830418222,-0.225334703171038,2.0,0.5,0.3333333333333333,1.0,1.1666666666666667,0.75,1.5,-0.6666666666666667,0.41666666666666674,-0.004197083536502388
14,Goiás,0.9346214279033497,2.2095843525479517,1.0163819014080273,1.913628523991835,0.9755016646556884,2.0616064382698935,-1.2749629246446021,-0.8972466225838076,-1.086104773614205,1.3333333333333333,1.0,0.75,1.75,1.0416666666666665,1.375,0.33333333333333326,-1.0,-0.3333333333333335,-0.06616500201097808
15,Coritiba,1.8017781140212505,0.4607728814189465,1.2088725361379071,1.702620503313228,1.5053253250795788,1.0816966923660873,1.341005232602304,-0.4937479671753209,0.4236286327134915,2.3333333333333335,0.6666666666666666,1.0,1.75,1.6666666666666667,1.2083333333333333,1.666666666666667,-0.75,0.4583333333333335,-0.1613413415870879
