,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1295,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0,São Paulo,mandante,3.1,8.816666666666666
1296,Iago Maidana,89226,América-MG,ZAG,10.55,1.3250000000000002,Ceará,mandante,4.625,7.5875
1297,Cano,79631,Fluminense,ATA,9.725,1.5399999999999998,Atlético-MG,mandante,4.833333333333333,7.279166666666667
1298,Egídio,42145,Coritiba,LAT,10.799999999999999,3.366666666666667,São Paulo,mandante,3.1,6.949999999999999
1299,Cris Silva,89668,Fluminense,LAT,8.9,3.1,Atlético-MG,mandante,4.833333333333333,6.866666666666667
1300,Everaldo ,91151,América-MG,ATA,8.45,4.35,Ceará,mandante,4.625,6.5375
1301,Igor Paixão,104530,Coritiba,ATA,9.700000000000001,7.12,São Paulo,mandante,3.1,6.4
1302,Hayner,91856,Atlético-GO,LAT,6.033333333333334,1.1666666666666665,Avaí,mandante,6.5,6.2666666666666675
1303,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Botafogo,mandante,2.5,6.25
1304,Natan,107110,Bragantino,ZAG,9.3,0.8500000000000001,Flamengo,mandante,3.125,6.2125
1305,Léo Gamalho,53865,Coritiba,ATA,9.325,4.333333333333333,São Paulo,mandante,3.1,6.2124999999999995
1306,Óscar Ruíz,71691,Juventude,ATA,5.95,10.0,Athletico-PR,mandante,5.75,5.85
1307,Airton,106107,Atlético-GO,ATA,4.825,0.8666666666666667,Avaí,mandante,6.5,5.6625
1308,Léo Ortiz,97867,Bragantino,ZAG,8.15,7.2,Flamengo,mandante,3.125,5.6375
1309,Praxedes,107744,Bragantino,MEI,8.15,0.95,Flamengo,mandante,3.125,5.6375
1310,Paulinho Bóia,100333,América-MG,ATA,6.6000000000000005,2.0999999999999996,Ceará,mandante,4.625,5.612500000000001
1311,Jorginho,70323,Atlético-GO,TEC,4.53,3.76,Avaí,mandante,6.5,5.515000000000001
1312,Marlon Freitas,93790,Atlético-GO,MEI,4.5200000000000005,1.0999999999999999,Avaí,mandante,6.5,5.51
1313,Felipe Azevedo,60825,América-MG,ATA,6.375,0.049999999999999975,Ceará,mandante,4.625,5.5
1314,Matheus Alexandre,103347,Coritiba,LAT,7.7749999999999995,3.3500000000000005,São Paulo,mandante,3.1,5.4375
1315,Dudu,97133,Atlético-GO,LAT,4.35,0.2,Avaí,mandante,6.5,5.425
1316,Wellington Rato,82766,Atlético-GO,MEI,4.24,2.125,Avaí,mandante,6.5,5.37
1317,Gustavo Morínigo,88881,Coritiba,TEC,7.635,3.4840000000000004,São Paulo,mandante,3.1,5.3675
1318,Paulinho Moccelin,82640,Juventude,ATA,4.866666666666666,-0.6499999999999998,Athletico-PR,mandante,5.75,5.308333333333334
