,mandante,visitante,odds_mandante,odds_empate,odds_visitante
0,Atlético-MG,América-MG,1.37,4.89,8.41
1,Athletico-PR,Ceará,2.18,3.26,3.44
2,Flamengo,Botafogo,1.36,4.9,8.63
3,Atlético-GO,Goiás,1.94,3.28,4.22
4,Palmeiras,Fluminense,1.61,3.81,5.98
5,Bragantino,Corinthians,2.52,3.19,2.87
6,Santos,Cuiabá,1.87,3.26,4.7
7,Juventude,Internacional,3.05,3.02,2.51
8,Fortaleza,São Paulo,2.65,3.19,2.76
9,Avaí,Coritiba,2.57,3.1,2.9
