,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
28,"{'CA': 4, 'DS': 29, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 11, 'I': 1, 'PI': 62, 'PS': 1}",80370,17,373,4,7,3.4,4.96,0.47,2.17,14,,edson,Edson ,Edson ,Edson Felipe da Cruz,https://s.glbimg.com/es/sde/f/2022/03/03/3c782944d7dbd6686b97db6c607caa2e_FORMATO.png,Provável
29,"{'CA': 3, 'CV': 1, 'DS': 16, 'FC': 8, 'FD': 2, 'FF': 2, 'FS': 8, 'I': 2, 'PI': 28, 'PS': 1, 'SG': 4}",72951,17,285,3,6,0.0,7.29,0.0,2.83,13,,mercado,Mercado,Mercado,Gabriel Iván Mercado,https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,Nulo
30,"{'DS': 5, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 4, 'G': 1, 'PI': 8}",38909,17,262,4,6,9.8,4.7,1.66,1.99,8,,diego,Diego,Diego,Diego Ribas da Cunha,https://s.glbimg.com/es/sde/f/2022/04/25/a4a5d6ac853b270c7af13df3bcc44ee5_FORMATO.png,Nulo
31,{},38632,17,266,3,6,0.0,3.0,0.0,0.0,0,,matheus-ferraz,Matheus Ferraz,M. Ferraz,Matheus Ferraz Pereira,https://s.glbimg.com/es/sde/f/2022/04/20/0cf7c39e0e85080dc2234671994e19d9_FORMATO.png,Nulo
32,"{'A': 1, 'CA': 1, 'DS': 6, 'FC': 4, 'FD': 3, 'FS': 3, 'I': 2, 'PI': 14}",42116,17,266,5,6,1.2,3.57,0.12,0.96,14,,willian,Willian,Willian,Willian Gomes de Siqueira,https://s.glbimg.com/es/sde/f/2022/04/20/49ddf4ceba0c02ddb6fc62fb80ffa3dd_FORMATO.png,Nulo
33,"{'CA': 1, 'DS': 3, 'FC': 7, 'FD': 2, 'FF': 2, 'FS': 5, 'FT': 1, 'G': 1, 'I': 2, 'PI': 25}",38588,17,1371,5,6,0.0,4.23,0.0,1.91,8,,elton,Elton,Elton,Elton Rodrigues Brandão,https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png,Nulo
34,"{'A': 1, 'CA': 3, 'DS': 28, 'FC': 15, 'FD': 1, 'FF': 6, 'FS': 16, 'G': 3, 'I': 2, 'PI': 63}",83433,17,276,4,3,10.9,10.09,0.94,4.82,13,,patrick,Patrick,Patrick,Patrick Bezerra do Nascimento,https://s.glbimg.com/es/sde/f/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png,Suspenso
35,"{'DE': 7, 'GS': 1}",80079,17,327,1,6,0.0,2.61,0.0,6.0,1,,airton,Airton,Airton,Airton Moraes Michellon,https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png,Nulo
36,"{'A': 2, 'CA': 1, 'CV': 1, 'DS': 16, 'FC': 9, 'FD': 2, 'FF': 3, 'FS': 9, 'G': 1, 'I': 1, 'PI': 144, 'SG': 3}",73318,17,263,2,7,0.0,5.24,0.0,2.68,15,,daniel-borges,Daniel Borges,D. Borges,Daniel Fortunato Borges,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,Provável
37,"{'CA': 1, 'DS': 51, 'FC': 25, 'FF': 4, 'FS': 14, 'PI': 48}",78605,17,285,4,7,6.0,6.77,0.69,4.16,14,,gabriel,Gabriel,Gabriel,Gabriel Girotto Franco,https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png,Provável
38,"{'CA': 4, 'DS': 13, 'FC': 15, 'FF': 8, 'FS': 4, 'I': 2, 'PI': 54, 'PS': 1, 'SG': 3}",72532,17,290,2,6,6.8,4.38,0.96,1.85,14,,maguinho,Maguinho,Maguinho,Magno José da Silva,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,Nulo
39,"{'DE': 15, 'FS': 1, 'GS': 7, 'SG': 1}",72580,17,327,1,7,0.0,5.49,-0.7,3.38,4,,matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Provável
40,"{'A': 1, 'CA': 3, 'DS': 36, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 3, 'G': 1, 'I': 1, 'PI': 57, 'SG': 3}",79113,17,263,3,5,0.0,9.48,0.0,4.81,13,,victor-cuesta,Víctor Cuesta,V. Cuesta,Víctor Leandro Cuesta,https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png,Contundido
41,{},78851,17,354,1,6,0.0,5.0,0.0,0.0,0,,richard,Richard,Richard,Richard de Oliveira da Costa,https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png,Nulo
42,"{'A': 1, 'CA': 1, 'CV': 1, 'DS': 9, 'FC': 10, 'FD': 4, 'FF': 3, 'FS': 11, 'FT': 1, 'I': 3, 'PI': 101}",78867,17,1371,4,7,1.2,3.23,-0.67,1.28,11,,rafael-gava,Rafael Gava,R. Gava,Rafael Gustavo Meneghel Gava,https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png,Provável
43,"{'CA': 1, 'DS': 6, 'FC': 6, 'FF': 1, 'FS': 2, 'PI': 32, 'SG': 2}",83528,17,262,3,7,0.0,3.85,0.0,2.6,5,,leo-pereira,Léo Pereira,L. Pereira,Leonardo Pereira,https://s.glbimg.com/es/sde/f/2022/03/04/f8401115c5ce6574f1f6fb8e8cfccee6_FORMATO.png,Provável
44,{'PI': 5},79035,17,277,3,7,-0.5,2.85,-1.15,-0.5,1,,luiz-felipe,Luiz Felipe,L. Felipe,Luiz Felipe do Nascimento dos Santos,https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png,Provável
45,{},72775,17,293,4,6,0.0,10.0,0.0,0.0,0,,fernandinho,Fernandinho,Fernandinho,Fernando Luiz Rosa,https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,Nulo
46,"{'CA': 1, 'DS': 5, 'FC': 3, 'FD': 3, 'FF': 2, 'FS': 7, 'I': 2, 'PI': 11}",39572,17,314,4,6,5.0,4.0,0.52,2.3,5,,renato,Renato,Renato,José Renato da Silva Júnior,https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png,Nulo
47,"{'CA': 1, 'DE': 38, 'DS': 1, 'FS': 3, 'GS': 18, 'SG': 3}",79066,17,294,1,6,0.0,6.38,-0.36,3.07,12,,alex-muralha,Alex Muralha,A. Muralha,Alex Roberto Santana Rafael ,https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png,Nulo
48,"{'DE': 13, 'GS': 6}",84338,17,356,1,6,0.0,2.88,0.0,1.4,5,,max-walef,Max Walef,M. Walef,Max Walef Araújo da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,Nulo
49,"{'CV': 1, 'DS': 6, 'FC': 7, 'FS': 3, 'PI': 10}",78580,17,1371,5,6,0.0,2.28,0.0,0.37,7,,jonathan-cafu,Jonathan Cafu,J. Cafu,Jonathan Renato Barbosa,https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png,Nulo
50,"{'A': 1, 'DS': 2, 'FC': 13, 'FD': 16, 'FF': 15, 'FS': 5, 'G': 10, 'I': 11, 'PI': 59}",79631,17,266,5,7,0.4,12.85,-2.27,6.48,17,,cano,Cano,Cano,Germán Ezequiel Cano,https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png,Provável
51,"{'A': 1, 'CA': 2, 'DS': 2, 'FC': 8, 'FD': 3, 'FF': 4, 'FS': 10, 'I': 2, 'PI': 15}",80076,17,354,5,6,0.9,4.2,0.05,1.31,10,,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png,Nulo
52,"{'A': 1, 'CA': 2, 'DS': 4, 'FC': 5, 'FF': 5, 'FS': 11, 'G': 2, 'PI': 39}",87552,17,293,4,6,1.0,3.91,0.0,3.1,9,,vitor-bueno,Vitor Bueno,V. Bueno,Vitor Frezarin Bueno,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,Nulo
53,"{'A': 1, 'CA': 2, 'DS': 3, 'FC': 10, 'FD': 1, 'FF': 5, 'FS': 5, 'G': 1, 'PI': 110, 'SG': 2}",78850,17,276,2,5,0.0,4.79,0.0,1.54,12,,reinaldo,Reinaldo,Reinaldo,Reinaldo Manoel da Silva,https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png,Contundido
54,{},78715,17,264,4,6,0.0,6.0,0.0,0.0,0,,ramiro,Ramiro,Ramiro,Ramiro Moschen Benetti,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,Nulo
55,"{'CA': 1, 'DS': 2, 'FC': 6, 'FD': 1, 'FF': 2, 'FS': 3, 'I': 2, 'PI': 24, 'SG': 3}",84339,17,264,2,6,0.0,4.89,0.0,3.26,5,,bruno-melo,Bruno Melo,B. Melo,Bruno Ferreira Melo,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,Nulo
56,"{'DS': 8, 'FC': 10, 'FD': 4, 'FF': 1, 'PI': 9}",78856,17,1371,4,6,0.0,2.34,-0.19,0.94,12,,marcao-silva,Marcão Silva,M. Silva,Marcos Antônio Almeida Silva,https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png,Nulo
57,"{'DE': 1, 'GS': 1}",78893,17,263,1,6,0.0,2.21,-0.79,0.0,1,,douglas-borges,Douglas Borges,D. Borges,Douglas Borges,https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png,Nulo
58,"{'A': 1, 'CA': 1, 'DS': 3, 'FC': 4, 'FD': 1, 'FF': 2, 'FS': 4, 'I': 1, 'PI': 34}",83438,17,286,5,6,0.0,2.27,0.0,0.85,9,,guilherme-parede,Guilherme Parede,G. Parede,Guilherme Parede Pinheiro,https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png,Nulo
59,"{'A': 1, 'DS': 20, 'FC': 15, 'FD': 2, 'FF': 6, 'FS': 25, 'G': 1, 'I': 1, 'PI': 56}",84674,17,280,4,7,3.2,9.58,0.28,3.32,14,,lucas-evangelista,Lucas Evangelista,L. Evangelista,Lucas Evangelista Santana de Oliveira,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Provável
60,"{'A': 1, 'CA': 1, 'DS': 4, 'FC': 6, 'FD': 2, 'FF': 5, 'FS': 14, 'G': 2, 'I': 1, 'PI': 36}",84523,17,356,5,7,-0.6,3.22,-0.43,3.63,9,,romarinho,Romarinho,Romarinho,José Romário Silva de Souza,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,Provável
61,"{'A': 1, 'CA': 1, 'DS': 2, 'FC': 2, 'FD': 4, 'FF': 7, 'FS': 7, 'I': 6, 'PI': 30}",79188,17,356,5,6,7.1,4.45,1.16,1.06,15,,silvio-romero,Silvio Romero,S. Romero,Silvio Ezequiel Romero,https://s.glbimg.com/es/sde/f/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png,Nulo
62,"{'DS': 18, 'FC': 4, 'FF': 1, 'FS': 13, 'PI': 37}",85315,17,264,4,2,2.9,5.57,0.2,2.18,11,,cantillo,Cantillo,Cantillo,Víctor Danilo Cantillo Jiménez,https://s.glbimg.com/es/sde/f/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,Dúvida
63,"{'CA': 1, 'DS': 2, 'FC': 1, 'FD': 1, 'FS': 1, 'PI': 6}",83772,17,294,5,6,0.0,3.68,0.0,0.74,3,,neilton,Neilton,Neilton,Neilton Meira Mestzk,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,Nulo
64,"{'CA': 1, 'DS': 6, 'FC': 3, 'FD': 3, 'FF': 3, 'FS': 9, 'PI': 28}",84428,17,354,4,6,-0.4,5.69,-0.13,1.45,9,,fernando-sobral,Fernando Sobral,F. Sobral,Fernando Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,Nulo
65,{},84263,17,282,3,6,0.0,7.0,0.0,0.0,0,,jemerson,Jemerson,Jemerson,Jemerson de Jesus Nascimento,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,Nulo
66,"{'A': 1, 'CA': 1, 'DS': 6, 'FC': 5, 'FD': 1, 'FS': 2, 'PI': 9, 'SG': 2}",89493,17,282,3,6,3.3,4.9,-0.27,5.25,4,,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,Nulo
67,"{'CA': 2, 'DS': 10, 'FC': 8, 'FD': 2, 'FF': 4, 'FS': 16, 'I': 1, 'PI': 56}",87747,17,266,4,6,0.0,5.71,0.0,1.55,10,,yago-felipe,Yago Felipe,Y. Felipe,Yago Felipe da Costa Rocha,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,Nulo
68,"{'CA': 2, 'DS': 15, 'FC': 8, 'FD': 6, 'FF': 5, 'FS': 18, 'FT': 1, 'G': 2, 'I': 2, 'PI': 73}",85423,17,1371,4,7,2.0,5.99,-0.14,3.24,14,,valdivia,Valdívia,Valdívia,Wanderson Ferreira de Oliveira,https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png,Provável
69,"{'A': 1, 'CA': 4, 'DS': 9, 'FC': 18, 'FF': 3, 'FS': 8, 'I': 1, 'PI': 94, 'SG': 3}",84382,17,290,2,6,4.7,3.68,0.21,1.41,13,,danilo-barcelos,Danilo Barcelos,D. Barcelos,Danilo Carvalho Barcelos,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,Nulo
70,"{'CA': 2, 'CV': 1, 'DS': 5, 'FC': 8, 'FF': 1, 'FS': 5, 'I': 1, 'PC': 1, 'PI': 24, 'SG': 1}",87808,17,263,3,7,0.3,1.97,-0.13,0.43,8,,philipe-sampaio,Philipe Sampaio,P. Sampaio,Philipe Sampaio Azevedo,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,Provável
71,"{'FC': 6, 'FF': 1, 'FS': 3, 'PI': 23, 'SG': 3}",87838,17,266,2,6,0.0,4.53,0.0,2.64,5,,pineida,Pineida,Pineida,Mario Alberto Pineida Martínez,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,Nulo
72,"{'A': 4, 'DS': 26, 'FC': 4, 'FD': 4, 'FF': 10, 'FS': 32, 'FT': 2, 'G': 2, 'I': 2, 'PI': 125, 'PS': 1}",87863,17,262,4,7,0.4,17.24,-0.57,7.42,12,,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_220x220.png,Provável
73,"{'CA': 3, 'DE': 55, 'DS': 1, 'FS': 2, 'GS': 15, 'SG': 4}",85425,17,277,1,7,2.0,12.7,-1.05,3.95,15,,joao-paulo,João Paulo,J. Paulo,João Paulo Silva Martins,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Provável
74,"{'CA': 3, 'DS': 11, 'FC': 14, 'FF': 3, 'FS': 8, 'PI': 67, 'SG': 3}",85626,17,276,3,6,1.6,4.83,0.15,1.48,14,,leo,Léo,Léo,Leonardo Pinheiro da Conceição,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,Nulo
75,"{'A': 2, 'CA': 1, 'DS': 11, 'FC': 11, 'FD': 8, 'FF': 12, 'FS': 5, 'G': 3, 'PI': 75}",85931,17,280,4,5,0.0,7.88,0.0,5.19,11,,hyoran,Hyoran,Hyoran,Hyoran Kaue Dalmoro,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,Contundido
76,{},84993,17,356,4,6,0.0,4.0,0.0,0.0,0,,fabricio-baiano,Fabrício Baiano,F. Baiano,Fabrício Santos de Jesus,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,Nulo
