,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,1.9,0.7,1.5,0.5,1.7,0.6,1.2,1.0,1.1
1,Fluminense,2.1,1.1,1.1111111111111112,0.8888888888888888,1.6055555555555556,0.9944444444444445,1.0,0.22222222222222232,0.6111111111111112
2,Flamengo,2.0,0.5,1.0,1.3,1.5,0.9,1.5,-0.30000000000000004,0.6
3,Internacional,1.8888888888888888,1.2222222222222223,1.0,0.9,1.4444444444444444,1.0611111111111111,0.6666666666666665,0.09999999999999998,0.3833333333333333
4,Santos,1.5,0.8,0.7777777777777778,0.7777777777777778,1.1388888888888888,0.788888888888889,0.7,0.0,0.34999999999999987
5,Bragantino,1.7,0.9,1.3333333333333333,1.4444444444444444,1.5166666666666666,1.1722222222222223,0.7999999999999999,-0.11111111111111116,0.34444444444444433
6,Atlético-MG,1.5,1.0,1.2222222222222223,1.1111111111111112,1.3611111111111112,1.0555555555555556,0.5,0.11111111111111116,0.3055555555555556
7,Athletico-PR,1.5555555555555556,0.8888888888888888,0.9,1.2,1.2277777777777779,1.0444444444444443,0.6666666666666667,-0.29999999999999993,0.18333333333333357
8,São Paulo,1.8888888888888888,1.3333333333333333,1.1,1.3,1.4944444444444445,1.3166666666666667,0.5555555555555556,-0.19999999999999996,0.1777777777777778
9,Corinthians,1.2222222222222223,0.3333333333333333,1.1,1.9,1.1611111111111112,1.1166666666666667,0.8888888888888891,-0.7999999999999998,0.04444444444444451
10,Ceará,1.1111111111111112,1.1111111111111112,0.9,0.9,1.0055555555555555,1.0055555555555555,0.0,0.0,0.0
11,Goiás,1.3333333333333333,1.2222222222222223,0.9,1.4,1.1166666666666667,1.3111111111111111,0.11111111111111094,-0.4999999999999999,-0.19444444444444442
12,Cuiabá,0.7777777777777778,0.5555555555555556,0.7,1.4,0.7388888888888889,0.9777777777777777,0.2222222222222222,-0.7,-0.23888888888888882
13,Botafogo,1.0,1.1111111111111112,0.9,1.4,0.95,1.2555555555555555,-0.11111111111111116,-0.4999999999999999,-0.3055555555555556
14,Fortaleza,0.4,0.6,1.2222222222222223,1.7777777777777777,0.8111111111111111,1.1888888888888889,-0.19999999999999996,-0.5555555555555554,-0.37777777777777777
15,Coritiba,1.4,0.9,0.8888888888888888,2.2222222222222223,1.1444444444444444,1.5611111111111111,0.4999999999999999,-1.3333333333333335,-0.41666666666666674
16,América-MG,1.0,1.0,0.4,1.3,0.7,1.15,0.0,-0.9,-0.44999999999999996
17,Atlético-GO,1.0,0.9,0.7777777777777778,1.8888888888888888,0.8888888888888888,1.3944444444444444,0.09999999999999998,-1.1111111111111112,-0.5055555555555555
18,Avaí,1.6,1.4,0.4444444444444444,1.7777777777777777,1.0222222222222221,1.5888888888888888,0.20000000000000018,-1.3333333333333333,-0.5666666666666667
19,Juventude,0.6,1.3,0.8888888888888888,2.0,0.7444444444444445,1.65,-0.7000000000000001,-1.1111111111111112,-0.9055555555555554
