,clube,ranking_clube,fase
0,Fluminense,3,86.67
1,Flamengo,6,80.0
2,Palmeiras,1,66.67
3,Corinthians,2,60.0
4,Bragantino,8,60.0
5,Atlético-MG,4,53.33
6,São Paulo,10,46.67
7,Santos,9,46.67
8,Coritiba,13,46.67
9,Cuiabá,17,46.67
10,Athletico-PR,5,46.67
11,Ceará,12,46.67
12,Internacional,7,40.0
13,Botafogo,11,40.0
14,América-MG,15,40.0
15,Goiás,14,33.33
16,Fortaleza,20,33.33
17,Juventude,19,33.33
18,Avaí,16,20.0
19,Atlético-GO,18,0.0
