,clube,xG_mean,xG_total
0,Palmeiras,1.8125956162275303,32.626721092095565
1,Flamengo,1.6668417613250917,30.003151703851646
2,Atlético-GO,1.4517145084572867,27.58257566068843
3,Atlético-MG,1.4178176545518926,26.93853543648598
4,Fluminense,1.4099347993302334,26.78876118727444
5,Santos,1.3725758182813437,26.078940547345532
6,Bragantino,1.3665055991759825,25.963606384343695
7,Internacional,1.3384622308246228,25.430782385667808
8,Fortaleza,1.3285748240295978,25.242921656562345
9,Coritiba,1.3184910972167772,25.051330847118788
10,São Paulo,1.3043633279633426,24.782903231303518
11,América-MG,1.25386749154601,23.823482339374177
12,Ceará,1.2439075877566181,23.634244167375723
13,Athletico-PR,1.128814072116024,21.44746737020444
14,Botafogo,1.1260877633244923,21.39566750316534
15,Avaí,1.0623806984372095,20.185233270306977
16,Juventude,1.0471127727313991,19.895142681896584
17,Goiás,1.0386716181189912,19.73476074426083
18,Cuiabá,0.9956417749074193,18.917193723240963
19,Corinthians,0.9586448623856065,18.214252385326528
