,clube,xGA_geral
0,Atlético-MG,0.9069158928370259
1,Flamengo,1.005947058853001
2,Fortaleza,1.028169203494541
3,América-MG,1.0550773214697222
4,Palmeiras,1.0819900526005868
5,Juventude,1.111280458763591
6,Corinthians,1.114818318541439
7,São Paulo,1.1768064613048115
8,Bragantino,1.1858841917929674
9,Coritiba,1.2210581733523531
10,Atlético-GO,1.242518676093057
11,Athletico-PR,1.2574341389031691
12,Internacional,1.2643360541831359
13,Avaí,1.3045284681122213
14,Fluminense,1.3145916223909406
15,Botafogo,1.3421352544747878
16,Ceará,1.4203691729707777
17,Cuiabá,1.4293408626983504
18,Santos,1.4604172341512396
19,Goiás,1.7896620416652773
