,clube,P
0,São Paulo,60.58529171343672
1,Santos,57.19023436063983
2,Fortaleza,44.50486122063743
3,Juventude,38.66725684734875
4,Goiás,
5,Palmeiras,
6,Corinthians,
7,Atlético-MG,
8,Botafogo,
9,Avaí,
10,América-MG,
11,Internacional,
12,Fluminense,
13,Bragantino,
14,Ceará,
15,Cuiabá,
16,Flamengo,
17,Atlético-GO,
