,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fluminense,São Paulo,55.63152063685459,22.84240329145333,21.525712335159476,35.035621811605225,16.063339713097044
1,Santos,Avaí,66.30907123861172,22.78190879682231,10.908834683780434,59.239566314884826,18.21646302062854
2,Bragantino,América-MG,48.36369859362605,27.109294502029442,24.526976557933974,39.93208267608003,24.459965212777774
3,Goiás,Juventude,68.96644638533643,20.30722137034845,10.725750073752824,54.80152400203223,14.596680942406588
4,Corinthians,Ceará,51.47466972923412,32.85534375976027,15.669983687029305,62.38521813823393,33.00943725723324
5,Internacional,Athletico-PR,59.65758991279378,23.381410467551753,16.960777825045778,44.94699056999421,17.63107878973625
6,Fortaleza,Atlético-GO,58.57825620937572,24.427654948151734,16.99395979381358,47.10989055544637,19.416016678632438
7,Coritiba,Flamengo,21.512101622540428,24.871495994766153,53.61628993101242,19.889987784841292,39.73812414099285
8,Cuiabá,Palmeiras,13.924023325786594,30.977156150654082,55.09881408290968,29.994566075920364,63.59256846138652
9,Atlético-MG,Botafogo,50.55854542998465,29.417614752911792,20.02382884256618,50.49521308896864,28.06381077994724
