,clube,ranking_clube,fase
0,Atlético-MG,2,86.67
1,Fluminense,5,86.67
2,Athletico-PR,6,66.67
3,Flamengo,7,60.0
4,Palmeiras,1,53.33
5,Internacional,4,53.33
6,Goiás,13,46.67
7,Corinthians,3,46.67
8,Cuiabá,15,46.67
9,Bragantino,8,46.67
10,Fortaleza,19,46.67
11,São Paulo,9,40.0
12,Botafogo,11,40.0
13,Ceará,14,40.0
14,Santos,10,33.33
15,Avaí,12,33.33
16,Atlético-GO,18,26.67
17,Coritiba,16,26.67
18,Juventude,20,20.0
19,América-MG,17,20.0
