,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,37.0,São Paulo,Internacional,40.05515286332166,27.540649862457297,33.9577958208959,24.435249863643868,25.837290936513376
1,37.0,Fluminense,Goiás,62.843731864592435,20.780169938980055,18.219117639008218,30.479724982711787,11.425250590329524
2,37.0,Avaí,Ceará,32.41892470193158,29.826531583454237,39.59428754553341,32.156108709824515,29.869150229967993
3,37.0,Coritiba,Corinthians,33.66592947847218,30.27287191151478,37.89655522995676,29.209369799682527,31.97071474337868
4,37.0,Fortaleza,Bragantino,49.28131861073525,25.806629485840464,26.697484161365576,28.63612328519105,19.324013448821237
5,37.0,Palmeiras,América-MG,60.12757420394598,22.02885589885284,19.748540303237203,40.200829213498594,15.57736332964583
6,37.0,Juventude,Flamengo,21.29182956469855,23.709911730925878,56.83259562546785,17.84340476262283,38.80583336623266
7,37.0,Atlético-GO,Athletico-PR,41.82406742117737,27.302632052812942,32.72061099252831,25.786529620971223,21.081292350366425
8,37.0,Atlético-MG,Cuiabá,53.830552252821406,27.25257229164123,20.77077780218608,39.86549708573986,25.009433422083372
9,37.0,Botafogo,Santos,41.86450305857623,29.85784772558627,29.943133737045112,32.98124560421509,29.021488898088634
