,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,40.37322961814662,22.62513519805585,17.748094420090766
1,Palmeiras,42.256448051264975,24.731268002062585,17.52518004920239
2,Atlético-MG,38.48394093426427,23.54523466110595,14.938706273158317
3,Internacional,38.91481074659843,28.277261212947295,10.637549533651132
4,Fluminense,34.320838106824596,28.176783236130035,6.144054870694561
5,Fortaleza,33.06426907821676,28.855596767632143,4.2086723105846175
6,Bragantino,34.24702356352569,32.40287572665159,1.8441478368741002
7,São Paulo,33.07951735480184,31.288479981548896,1.7910373732529408
8,América-MG,36.9385350885901,36.34971977530608,0.588815313284023
9,Atlético-GO,32.16847214915687,33.416304221450474,-1.2478320722936047
10,Cuiabá,26.93936794351618,28.59086091959658,-1.651492976080398
11,Corinthians,26.810452938159898,29.536388536177682,-2.7259355980177844
12,Ceará,29.874498470789742,32.70355265456906,-2.8290541837793164
13,Coritiba,32.49049796332896,36.70065089308339,-4.210152929754429
14,Santos,32.47671817129315,36.82181466574851,-4.345096494455362
15,Botafogo,31.221531645373354,36.75580742797778,-5.534275782604425
16,Juventude,26.855666410985567,38.514176451547144,-11.658510040561577
17,Avaí,27.46393090913231,39.14450777284502,-11.680576863712709
18,Athletico-PR,26.509933011917205,39.02245797048947,-12.512524958572264
19,Goiás,27.130640569947502,44.1614466509085,-17.030806080961
