,clube,ranking_clube,fase
0,Flamengo,3,80.0
1,São Paulo,8,73.33
2,Palmeiras,1,73.33
3,Internacional,2,66.67
4,Fortaleza,10,66.67
5,Fluminense,4,66.67
6,Corinthians,5,66.67
7,Santos,12,60.0
8,Cuiabá,16,46.67
9,América-MG,9,46.67
10,Botafogo,11,46.67
11,Atlético-MG,7,40.0
12,Athletico-PR,6,40.0
13,Bragantino,13,40.0
14,Atlético-GO,18,33.33
15,Goiás,14,33.33
16,Coritiba,15,26.67
17,Ceará,17,13.33
18,Juventude,20,6.67
19,Avaí,19,0.0
