,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,2.2222222222222223,0.5555555555555556,1.0909090909090908,1.1818181818181819
2,Botafogo,1.0,1.1,0.8181818181818182,1.3636363636363635
3,Corinthians,1.2,0.3,1.0909090909090908,1.8181818181818181
4,Fluminense,2.0,1.0,1.2,1.0
5,Palmeiras,2.0,0.6363636363636364,1.5555555555555556,0.5555555555555556
6,São Paulo,1.7,1.4,1.0,1.2727272727272727
7,Santos,1.5454545454545454,0.9090909090909091,0.9,0.8
8,Bragantino,1.6363636363636365,0.9090909090909091,1.3,1.5
9,Atlético-MG,1.5454545454545454,1.1818181818181819,1.1,1.3
10,Internacional,2.0,1.1,1.0909090909090908,1.0909090909090908
11,Juventude,0.5454545454545454,1.2727272727272727,0.8,1.9
12,Goiás,1.3,1.1,0.8181818181818182,1.5454545454545454
13,Athletico-PR,1.5,0.8,1.0909090909090908,1.2727272727272727
14,Coritiba,1.3636363636363635,1.0,0.8,2.1
15,Avaí,1.5454545454545454,1.3636363636363635,0.5,1.9
16,América-MG,1.2,1.0,0.45454545454545453,1.1818181818181819
17,Ceará,1.1,1.2,0.9090909090909091,0.9090909090909091
18,Fortaleza,0.6363636363636364,0.5454545454545454,1.2,1.6
19,Atlético-GO,1.0909090909090908,0.9090909090909091,0.8,2.1
20,Cuiabá,0.7,0.7,0.6363636363636364,1.3636363636363635
