,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,13.0,Cuiabá,Ceará,32.99766156581841,32.197425079367825,36.606397356389515,31.527331937453596,34.990548873230416
1,13.0,Santos,Bragantino,41.74898847082361,30.604072297025652,29.405342905758634,36.45435448082907,27.273852003046393
2,13.0,Atlético-MG,Flamengo,46.41345888283329,26.568475475936136,28.772476764265264,30.05357272147245,20.03015342769229
3,13.0,Corinthians,Goiás,55.455848124149384,26.615696741532147,19.770290425949117,38.99713203228437,18.822803133948433
4,13.0,Coritiba,Athletico-PR,45.41125584692127,27.847456548088488,28.64315318194464,31.75740518606537,17.962657805937944
5,13.0,Internacional,Botafogo,55.908514991112746,24.62936337288626,21.374998480986637,35.85486881094964,16.135357986281686
6,13.0,Fortaleza,América-MG,41.789475482037794,30.021853648616666,29.99729861222161,32.81282824697193,31.517137967670777
7,13.0,Atlético-GO,Juventude,51.6542478788059,27.419609170485455,22.65928739637299,38.80236019679616,18.01426839477037
8,13.0,Fluminense,Avaí,52.57710663762895,25.926960130451935,23.299611549142302,31.03798505128995,18.427861449717064
9,13.0,São Paulo,Palmeiras,25.510747079905084,26.92402427253158,49.29425035347708,17.003735774510965,37.43201545702361
