,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Bragantino,Avaí,57.201954924060786,21.778711382390085,21.01865248660801,33.1851388365009,14.134993827885625
1,Fluminense,Ceará,52.22359917743237,29.82036962134523,17.956021472597293,54.539662433435964,28.496137764348834
2,Goiás,Athletico-PR,31.82126279764112,29.66216786615287,38.51656500622666,32.37396944076423,36.911649147927434
3,Coritiba,Juventude,67.37167810518014,20.754546280076035,11.87323151389062,52.12534267177229,14.802409750936118
4,Corinthians,Flamengo,42.35634995654647,30.77847885840555,26.865167726705362,43.53776609085349,32.43369625053588
5,Atlético-MG,São Paulo,47.41129998107312,25.37931705204687,27.209307750547907,33.12124132214784,21.37093849361321
6,Santos,Atlético-GO,54.24662655036312,27.498212939096927,18.255131717464934,50.38222696090205,24.59912305392034
7,Fortaleza,Palmeiras,12.626936547526718,23.59209844700784,63.780815771812335,18.930448188151466,55.84773037128786
8,Cuiabá,Botafogo,32.515142488893176,33.43545031132839,34.049406671224226,41.08386412682009,42.24062685618726
9,Internacional,América-MG,56.90667174457103,26.70759911937259,16.385687594746337,52.6259011939851,23.304448473160242
