,atleta_id,apelido,clube_id,xG,clube
0,79631,Cano,266,7.3566033071347166,Fluminense
1,89840,Calleri,276,6.753289886035901,São Paulo
2,109497,Marcos Leonardo,277,6.680806422870206,Santos
3,98225,Pedro Raul,290,6.132797809497454,Goiás
4,83257,Gabriel,262,5.996411941695281,Flamengo
5,108422,Erison,263,5.672695645400749,Botafogo
6,39148,Hulk,282,5.354609100263721,Atlético-MG
7,82766,Wellington Rato,373,5.123026666844882,Atlético-GO
8,100762,Bissoli,314,4.956280997567779,Avaí
9,90031,Mendoza,354,4.876495790686812,Ceará
10,101254,Alef Manga,294,4.63012705509551,Coritiba
11,87999,Gustavo Scarpa,275,4.584155525499717,Palmeiras
12,104666,Moisés,356,4.521984311574658,Fortaleza
13,91607,Rony,275,4.3794654162905,Palmeiras
14,101715,Alerrandro,280,4.361997372285183,Bragantino
15,77544,Jorginho,373,4.348507858977942,Atlético-GO
16,68920,Dudu,275,4.287479248017653,Palmeiras
17,61033,Rodriguinho,1371,4.027508697175385,Cuiabá
18,87863,Arrascaeta,262,4.009915616155954,Flamengo
19,80287,Luciano,276,3.9818025228827785,São Paulo
20,95799,Artur,280,3.8750940085433307,Bragantino
21,102878,Terans,293,3.7705344887585537,Athletico-PR
22,104530,Igor Paixão,294,3.73846996452623,Coritiba
23,94583,Pedro,262,3.7326547752003156,Flamengo
24,81161,Léo Baptistão ,277,3.695082903163696,Santos
25,89898,Róger Guedes,264,3.6354325511048597,Corinthians
26,94509,Raphael Veiga,275,3.5155077202770104,Palmeiras
27,108133,Pitta,286,3.4616373971985532,Juventude
28,80196,Yago Pikachu,356,3.453710302466628,Fortaleza
29,53865,Léo Gamalho,294,3.274632333786296,Coritiba
30,70360,Eduardo Sasha,282,3.260751581033095,Atlético-MG
31,106822,Rodrigo Nestor,276,3.2424480517701633,São Paulo
32,109282,Luiz Henrique,266,3.2145465978628325,Fluminense
33,63289,Edenílson,285,3.052131625799231,Internacional
34,72583,Pedro Henrique,285,2.961795719384334,Internacional
35,98289,Churín,373,2.8145259445510784,Atlético-GO
36,85931,Hyoran,280,2.7514677208087974,Bragantino
37,87242,Carlos de Pena,285,2.6728343444454565,Internacional
38,94916,Nacho Fernández,282,2.660949131107791,Atlético-MG
39,110193,Lázaro,262,2.6266588809376876,Flamengo
40,104521,Vinícius Zanocelo,277,2.6000966895682462,Santos
41,60825,Felipe Azevedo,327,2.5977936651288585,América-MG
42,73850,Aloísio,327,2.5613711649205095,América-MG
43,51772,Everton Ribeiro,262,2.4854026642557985,Flamengo
44,100103,Pedrinho,327,2.4691642209654394,América-MG
45,84674,Lucas Evangelista,280,2.4679735124571636,Bragantino
46,104125,Cléber,354,2.4581931251828095,Ceará
47,82455,Zé Rafael,275,2.4447170822579576,Palmeiras
48,104778,Adrián Martínez,294,2.434822695419127,Coritiba
49,96340,Lima,354,2.433902828164842,Ceará
50,68773,Henrique Almeida,327,2.418142851194101,América-MG
51,71162,Vina,354,2.405059415064433,Ceará
52,114802,Vitor Roque,293,2.3664479610886113,Athletico-PR
