,clube,P
0,São Paulo,60.62991260522618
1,Santos,56.085950834215154
2,Fortaleza,42.79631341502913
3,Juventude,37.190484332927014
4,Palmeiras,
5,Corinthians,
6,Atlético-MG,
7,Botafogo,
8,Fluminense,
9,Coritiba,
10,Internacional,
11,América-MG,
12,Avaí,
13,Flamengo,
14,Bragantino,
15,Athletico-PR,
16,Cuiabá,
17,Ceará,
18,Goiás,
19,Atlético-GO,
