,clube,P,GP,GC,SG,Fase,ranking
0,Bragantino,7,6,1,5,7,1
1,Internacional,7,3,1,2,7,2
2,Santos,6,6,3,3,6,3
3,América-MG,6,5,4,1,6,4
4,Corinthians,6,4,3,1,6,5
5,Palmeiras,5,4,1,3,5,6
6,Botafogo,5,5,3,2,5,7
7,Atlético-MG,5,5,4,1,5,8
8,Flamengo,4,3,2,1,4,9
9,Cuiabá,4,2,2,0,4,10
10,São Paulo,4,4,5,-1,4,11
11,Goiás,4,10,12,-2,2,12
12,Fluminense,3,3,4,-1,3,13
13,Atlético-GO,2,2,6,-4,2,14
14,Juventude,1,2,6,-4,1,15
15,Fortaleza,0,1,3,-2,0,16
16,Ceará,0,1,4,-3,0,17
