,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1385,Kuscevic,98619,Palmeiras,ZAG,5.0,13.2,Avaí,visitante,0.5833333333333334,6.891666666666667
1386,Alê,86388,América-MG,MEI,2.34,6.275,Flamengo,visitante,5.1,5.6875
1387,Marcos Rocha,63013,Palmeiras,LAT,4.58,10.425,Avaí,visitante,0.5833333333333334,5.504166666666667
1388,Artur,95799,Bragantino,ATA,6.025,6.925,Athletico-PR,visitante,3.783333333333333,5.354166666666666
1389,Miguel,105612,Bragantino,MEI,2.466666666666667,6.7,Athletico-PR,visitante,3.783333333333333,5.241666666666667
1390,Raúl Cáceres,71680,América-MG,LAT,2.8333333333333335,5.266666666666667,Flamengo,visitante,5.1,5.183333333333334
1391,Ronaldo,91101,Atlético-GO,GOL,2.4166666666666665,5.34,Ceará,visitante,5.0,5.17
1392,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Avaí,visitante,0.5833333333333334,5.041666666666667
1393,Gabriel Noga,107107,Atlético-GO,ZAG,-0.2,0.0,Ceará,visitante,5.0,5.0
1394,Leandro Barcia,91242,Atlético-GO,ATA,0.3,0.0,Ceará,visitante,5.0,5.0
1395,Luan Cândido,100848,Bragantino,LAT,7.06,6.1000000000000005,Athletico-PR,visitante,3.783333333333333,4.941666666666666
1396,Busanello,97537,Juventude,LAT,1.2,8.6,São Paulo,visitante,1.1666666666666667,4.883333333333333
1397,Fábio,37656,Fluminense,GOL,3.0,5.666666666666667,Botafogo,visitante,4.0,4.833333333333334
1398,Igor Paixão,104530,Coritiba,ATA,6.3999999999999995,7.266666666666667,Internacional,visitante,2.3333333333333335,4.8
1399,Marcos Leonardo,109497,Santos,ATA,6.833333333333333,8.75,Corinthians,visitante,0.8333333333333334,4.791666666666667
1400,Luiz Henrique,109282,Fluminense,ATA,7.3428571428571425,5.566666666666666,Botafogo,visitante,4.0,4.783333333333333
1401,Everaldo ,91151,América-MG,ATA,5.05,4.425,Flamengo,visitante,5.1,4.762499999999999
1402,Hyoran,85931,Bragantino,MEI,8.1,5.725,Athletico-PR,visitante,3.783333333333333,4.754166666666666
1403,Gustavo Gómez,71684,Palmeiras,ZAG,9.92,8.766666666666667,Avaí,visitante,0.5833333333333334,4.675000000000001
1404,Jorginho,70323,Atlético-GO,TEC,4.7075000000000005,4.326666666666666,Ceará,visitante,5.0,4.663333333333333
1405,Churín,98289,Atlético-GO,ATA,1.3000000000000003,4.283333333333333,Ceará,visitante,5.0,4.641666666666667
1406,Jorginho,77544,Atlético-GO,MEI,2.8000000000000003,4.04,Ceará,visitante,5.0,4.52
1407,Abel Braga,40006,Fluminense,TEC,4.135,4.9,Botafogo,visitante,4.0,4.45
1408,Wellington Rato,82766,Atlético-GO,MEI,5.485714285714286,3.783333333333333,Ceará,visitante,5.0,4.391666666666667
1409,Léo Ortiz,97867,Bragantino,ZAG,6.1499999999999995,4.9,Athletico-PR,visitante,3.783333333333333,4.341666666666667
1410,Léo Pereira,106681,Atlético-GO,ATA,1.7166666666666668,3.616666666666666,Ceará,visitante,5.0,4.308333333333333
1411,Nino,91708,Fluminense,ZAG,5.375,4.5600000000000005,Botafogo,visitante,4.0,4.28
1412,David Braz,50317,Fluminense,ZAG,0.55,4.45,Botafogo,visitante,4.0,4.225
1413,Natanael,107554,Coritiba,LAT,0.9500000000000001,6.1,Internacional,visitante,2.3333333333333335,4.216666666666667
1414,Calegari,104276,Fluminense,LAT,4.15,4.3,Botafogo,visitante,4.0,4.15
1415,Umberto Louzer,101077,Atlético-GO,TEC,2.983333333333333,3.24,Ceará,visitante,5.0,4.12
1416,Jefferson,95220,Atlético-GO,LAT,2.3000000000000003,3.1999999999999997,Ceará,visitante,5.0,4.1
1417,Marlon,91706,Fluminense,LAT,-2.3,4.05,Botafogo,visitante,4.0,4.025
1418,Martinelli,109573,Fluminense,MEI,0.4666666666666666,0.0,Botafogo,visitante,4.0,4.0
1419,Andrés Hurtado,110715,Bragantino,LAT,0.30000000000000004,4.2,Athletico-PR,visitante,3.783333333333333,3.9916666666666667
