,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,23.0,Atlético-MG,Goiás,61.60600261565935,21.933109861640318,18.607594190934915,32.675253209981705,15.261669090793532
1,23.0,Fluminense,Coritiba,58.97631385025982,21.950176778698417,20.990138087761824,30.47935670722937,13.006643189207054
2,23.0,Juventude,Botafogo,38.29999454924192,30.45877267908786,33.156174113447314,30.8824494607299,30.583039713928812
3,23.0,Palmeiras,Flamengo,44.5403456206733,26.786455200363097,30.345877641637816,33.46078050567997,21.478937685543883
4,23.0,Bragantino,Ceará,48.31816769864707,26.69379958428706,26.90903560046205,32.09525186047733,20.2843879185059
5,23.0,Santos,São Paulo,42.16368020923503,28.914683925789944,30.568208196012307,31.522540324378305,22.23460456776037
6,23.0,Fortaleza,Corinthians,40.77995570011931,31.900331323012555,29.11866488445864,35.16295900254996,30.543769339931572
7,23.0,Atlético-GO,Cuiabá,44.986985507525695,30.91671513059382,25.93835794010924,39.01343047618072,27.022662869477628
8,23.0,Athletico-PR,América-MG,51.9564009510405,27.435888838175185,22.76706366965301,38.04694551800622,19.4463580631272
9,23.0,Avaí,Internacional,32.684707950637566,28.839947928049497,40.76935522057233,21.289535144022686,25.94258318993254
