,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Internacional,Coritiba,56.28251157419513,22.21474687154918,21.5022099193913,33.49979138255429,14.887312304915024
1,Athletico-PR,Bragantino,32.84953495195159,31.05919555692691,36.09126763609211,36.1085933612708,38.40255471093539
2,Flamengo,América-MG,48.75732695418807,30.215702904183306,21.026963020095195,50.17316183813586,29.639635630540422
3,Corinthians,Santos,45.108773137635836,33.77463114684736,21.11659440749018,54.87377211331951,35.839959454680454
4,Atlético-MG,Fortaleza,64.8622271146819,23.786227586977187,11.351422184638082,59.714625826344545,19.572267119842465
5,Botafogo,Fluminense,40.783918581819755,28.197325333199146,31.01874522493614,34.97521663457618,28.692948047030693
6,Avaí,Palmeiras,7.987830316952958,17.623238473331984,74.38757217928438,12.11680532643292,58.978753772167195
7,São Paulo,Juventude,80.02500358701388,13.275963186818416,6.688606031619032,52.44148432377913,7.022227746975031
8,Ceará,Atlético-GO,44.4946951116561,31.526094114414317,23.979207750716657,48.075567100552085,32.81012772583261
9,Goiás,Cuiabá,55.214529463234776,28.52762900823402,16.25782355889729,55.772028885228245,26.2796812232792
