,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,1.6666666666666667,0.6666666666666666,0.8888888888888888,1.3333333333333333
2,Botafogo,1.0,1.2857142857142858,1.0,1.3333333333333333
3,Corinthians,1.0,0.25,1.0,1.875
4,Fluminense,2.111111111111111,1.1111111111111112,0.7142857142857143,0.5714285714285714
5,Palmeiras,2.0,0.75,1.5714285714285714,0.5714285714285714
6,São Paulo,1.7142857142857142,1.0,0.8888888888888888,1.1111111111111112
7,Santos,1.4444444444444444,0.8888888888888888,1.0,0.8571428571428571
8,Bragantino,1.6666666666666667,0.8888888888888888,1.1428571428571428,1.5714285714285714
9,Atlético-MG,1.5555555555555556,0.8888888888888888,1.2857142857142858,1.2857142857142858
10,Internacional,1.75,1.0,1.125,0.875
11,Juventude,0.625,1.625,1.0,1.75
12,Goiás,1.25,1.0,0.75,1.375
13,Athletico-PR,1.4285714285714286,1.0,1.0,1.1111111111111112
14,Coritiba,1.4444444444444444,1.0,1.0,2.142857142857143
15,Avaí,1.75,1.5,0.5,1.875
16,América-MG,1.2857142857142858,0.7142857142857143,0.3333333333333333,1.4444444444444444
17,Ceará,0.8571428571428571,1.2857142857142858,1.0,0.8888888888888888
18,Fortaleza,0.4444444444444444,0.6666666666666666,1.2857142857142858,2.0
19,Atlético-GO,1.25,0.875,0.75,1.625
20,Cuiabá,0.75,0.5,0.875,1.5
