,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.074492827346278,0.749064298882007,1.273263518561061,1.0887565880875083
2,Botafogo,1.0951635180745494,1.2176274668417786,1.2105166059063166,1.432711282174694
3,Corinthians,1.2576634301103675,1.0078635337294226,1.0226515148863224,1.2081765403651359
4,Fluminense,1.713023712032571,0.9295615113608139,0.932782632491624,1.266618081486543
5,Palmeiras,1.9127532319262852,0.8780786073198392,1.4269800627428626,1.1127265099862995
6,São Paulo,1.4532721634603214,1.018704895088592,1.2563049262604977,1.3127340780611052
7,Santos,1.4536702252120628,1.4435239112673965,1.0691217729436047,1.3617487590131998
8,Bragantino,1.554844688026095,0.9745461569829265,1.1500120378873666,1.58960278030857
9,Atlético-MG,1.5837912780352839,0.7806577909724461,1.3273149145958691,0.9978212021963838
10,Internacional,1.5442026583651498,1.1074553243492262,1.3232812845268622,1.1297795044633674
11,Juventude,1.378259858659481,1.0813852271396407,0.7093866536294955,2.070435763098923
12,Goiás,1.076850223902222,1.6415009040285493,0.9349960213101981,1.7858227950690375
13,Athletico-PR,1.2323269760024704,1.3134753542212991,0.8948269821029713,1.5278294746908712
14,Coritiba,1.259160148758441,1.1115739122168755,1.204333871680633,1.7226331184360733
15,Avaí,1.2536196502512895,1.245942704450861,0.9116217557565467,1.7722689247838423
16,América-MG,1.595171598465783,1.0176631864086616,1.2631754512876503,1.585879533441868
17,Ceará,1.1713131230356213,1.186522185453274,1.1204902435583681,1.448048228588309
18,Fortaleza,1.511629264830194,0.9357318318563078,1.0083718959191303,1.36794852294465
19,Atlético-GO,1.5800199463584672,1.2391489967438092,1.133555176266287,1.6240614343429876
20,Cuiabá,1.2060975112618437,1.0318297823531013,0.8350963365699045,1.3607190635854962
