,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,24.0,Goiás,Atlético-GO,45.85137438810381,28.42504230392568,27.66026009084315,34.826491798243325,18.893797931947162
1,24.0,Coritiba,Avaí,51.52760951612138,25.936394434421604,24.525635992879316,29.504124757082984,14.760094551139886
2,24.0,Fluminense,Palmeiras,31.6675416676276,27.590946340613545,42.43118543137925,20.161514801742864,29.10754297576149
3,24.0,Ceará,Athletico-PR,45.069309665743255,29.323699316348137,27.602910687502117,34.056157862854654,24.069037147228066
4,24.0,América-MG,Atlético-MG,30.806167199058837,28.770945830268754,42.381431277412595,30.037186712222812,29.450557140226167
5,24.0,São Paulo,Fortaleza,46.18088108713005,28.208882901115235,27.603847426958424,33.468775433749634,21.929181172786876
6,24.0,Botafogo,Flamengo,25.18642820728188,27.101684215424154,49.68006790366278,21.682686715410114,34.040216857693295
7,24.0,Cuiabá,Santos,34.51577651119505,33.99351829641636,33.442410668120736,36.33848102326151,38.51973736607691
8,24.0,Internacional,Juventude,65.12190288782246,21.149139703742765,15.706120584671089,43.08188622813621,11.511408667669754
9,24.0,Corinthians,Bragantino,45.81922884898807,28.52278960876375,27.350969713327988,33.28933900587184,21.8498148772484
