,clube,xG_mean,xG_total
0,Atlético-MG,1.8125899546576898,16.3133095919192
1,Palmeiras,1.8516203256193404,14.812962604954722
2,Coritiba,1.4103772043762894,12.693394839386603
3,Atlético-GO,1.394446805905287,12.550021253147573
4,São Paulo,1.3861502190837918,12.475351971754135
5,Flamengo,1.556765590201869,12.45412472161495
6,Ceará,1.3224314714950811,11.901883243455728
7,Santos,1.3140432769693113,11.8263894927238
8,Fortaleza,1.2872373678755595,11.585136310880026
9,Internacional,1.1995483002248324,10.795934702023493
10,América-MG,1.188333914033389,10.695005226300502
11,Avaí,1.138962430643718,10.250661875793462
12,Bragantino,1.1040922622745932,9.936830360471346
13,Goiás,1.0891506294638984,9.802355665175087
14,Athletico-PR,1.0674902604043977,9.607412343639576
15,Botafogo,1.0479256825264516,9.431331142738065
16,Fluminense,0.9532483490563253,8.579235141506924
17,Corinthians,0.8575092422274218,8.575092422274217
18,Juventude,0.948037259722725,8.532335337504527
19,Cuiabá,0.8268434290315554,8.268434290315554
