,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1205,Sidnei,50297,Goiás,ZAG,4.85,0.0,Flamengo,visitante,7.75,7.75
1206,Matheus Alves,91712,Goiás,GOL,-1.0,0.0,Flamengo,visitante,7.75,7.75
1207,Juan Pablo,114497,Goiás,LAT,5.8,0.0,Flamengo,visitante,7.75,7.75
1208,Rony,91607,Palmeiras,ATA,3.6000000000000005,9.5,Juventude,visitante,5.0,7.25
1209,Lucas Ventura,97856,Avaí,MEI,-2.0,0.0,Athletico-PR,visitante,7.066666666666666,7.066666666666666
1210,Matheus Ribeiro,82943,Avaí,LAT,0.8,0.0,Athletico-PR,visitante,7.066666666666666,7.066666666666666
1211,Renato,39572,Avaí,MEI,-0.1,0.0,Athletico-PR,visitante,7.066666666666666,7.066666666666666
1212,Igor Paixão,104530,Coritiba,ATA,7.85,9.166666666666666,Atlético-GO,visitante,4.8999999999999995,7.033333333333333
1213,Gatito Fernández,74061,Botafogo,GOL,2.0,13.0,América-MG,visitante,1.0,7.0
1214,Pedro Raul,98225,Goiás,ATA,3.466666666666667,6.25,Flamengo,visitante,7.75,7.0
1215,Elvis,73347,Goiás,MEI,9.9,5.8,Flamengo,visitante,7.75,6.775
1216,Sidimar,69189,Goiás,ZAG,6.1,5.7,Flamengo,visitante,7.75,6.725
1217,Muriqui,38225,Avaí,ATA,8.375,6.0,Athletico-PR,visitante,7.066666666666666,6.533333333333333
1218,Vitão,97900,Internacional,ZAG,0.4,8.2,Cuiabá,visitante,4.5,6.35
1219,Raniele,95556,Avaí,MEI,4.8500000000000005,5.2,Athletico-PR,visitante,7.066666666666666,6.133333333333333
1220,Erison,108422,Botafogo,ATA,4.3999999999999995,11.066666666666668,América-MG,visitante,1.0,6.033333333333334
1221,Bressan,72491,Avaí,ZAG,2.4499999999999997,5.0,Athletico-PR,visitante,7.066666666666666,6.033333333333333
1222,Ganso,62977,Fluminense,MEI,2.5,6.2,Fortaleza,visitante,5.75,5.975
1223,Jair Ventura,92180,Goiás,TEC,3.6733333333333333,4.19,Flamengo,visitante,7.75,5.970000000000001
1224,Tadeu,82453,Goiás,GOL,4.833333333333333,4.166666666666667,Flamengo,visitante,7.75,5.958333333333334
1225,Vargas,69102,Atlético-MG,ATA,1.75,7.65,Bragantino,visitante,3.9,5.775
1226,Matheus Martins,111831,Fluminense,ATA,0.4,0.0,Fortaleza,visitante,5.75,5.75
1227,Martinelli,109573,Fluminense,MEI,1.0,0.0,Fortaleza,visitante,5.75,5.75
1228,Cris Silva,89668,Fluminense,LAT,8.9,5.7,Fortaleza,visitante,5.75,5.725
1229,Arthur Chaves,111412,Avaí,ZAG,1.875,4.35,Athletico-PR,visitante,7.066666666666666,5.708333333333333
1230,Fabrício,105171,Coritiba,ATA,4.3999999999999995,6.35,Atlético-GO,visitante,4.8999999999999995,5.625
1231,Bruno Silva,68698,Avaí,MEI,3.625,4.15,Athletico-PR,visitante,7.066666666666666,5.608333333333333
1232,Eduardo Barroca,77774,Avaí,TEC,4.24,4.12,Athletico-PR,visitante,7.066666666666666,5.593333333333334
1233,Diego,101027,Goiás,MEI,1.6666666666666667,3.4333333333333336,Flamengo,visitante,7.75,5.591666666666667
1234,Caetano,103575,Goiás,ZAG,3.0999999999999996,3.4,Flamengo,visitante,7.75,5.575
1235,Mercado,72951,Internacional,ZAG,2.766666666666667,6.65,Cuiabá,visitante,4.5,5.575
1236,Mariano,38877,Atlético-MG,LAT,3.9,7.2,Bragantino,visitante,3.9,5.55
1237,Zaracho,100079,Atlético-MG,MEI,4.566666666666667,7.1000000000000005,Bragantino,visitante,3.9,5.5
1238,Manoel,69014,Fluminense,ZAG,2.1500000000000004,5.2,Fortaleza,visitante,5.75,5.475
1239,Rodrigo Moledo,63354,Internacional,ZAG,5.25,6.4,Cuiabá,visitante,4.5,5.45
1240,Reynaldo,97768,Goiás,ZAG,0.9500000000000001,3.1,Flamengo,visitante,7.75,5.425
1241,Pedro Henrique,72583,Internacional,ATA,1.6,6.3,Cuiabá,visitante,4.5,5.4
1242,Dadá Belmonte,94263,Goiás,ATA,0.4666666666666666,3.0500000000000003,Flamengo,visitante,7.75,5.4
1243,Ademir,101314,Atlético-MG,ATA,4.7,6.8999999999999995,Bragantino,visitante,3.9,5.3999999999999995
1244,Nonato,100987,Fluminense,MEI,2.25,5.0,Fortaleza,visitante,5.75,5.375
1245,Rafael Navarro,105770,Palmeiras,ATA,2.05,5.7,Juventude,visitante,5.0,5.35
1246,Morato,86227,Avaí,ATA,6.525,3.6,Athletico-PR,visitante,7.066666666666666,5.333333333333333
1247,Abel Braga,40006,Fluminense,TEC,4.135,4.9,Fortaleza,visitante,5.75,5.325
1248,Renê,78445,Internacional,LAT,4.533333333333333,6.1,Cuiabá,visitante,4.5,5.3
1249,Danilo Barcelos,84382,Goiás,LAT,-1.55,2.733333333333333,Flamengo,visitante,7.75,5.241666666666666
1250,Hulk,39148,Atlético-MG,ATA,10.0,6.5,Bragantino,visitante,3.9,5.2
1251,Luiz Henrique,109282,Fluminense,ATA,3.266666666666667,4.566666666666667,Fortaleza,visitante,5.75,5.158333333333333
1252,Matheus Sales,89285,Goiás,MEI,0.6499999999999999,2.5,Flamengo,visitante,7.75,5.125
1253,Zé Rafael,82455,Palmeiras,MEI,8.175,5.1,Juventude,visitante,5.0,5.05
1254,Douglas Friedrich,78584,Avaí,GOL,2.5,3.0,Athletico-PR,visitante,7.066666666666666,5.033333333333333
1255,Calegari,104276,Fluminense,LAT,4.15,4.3,Fortaleza,visitante,5.75,5.025
1256,Maguinho,72532,Goiás,LAT,2.4,2.2666666666666666,Flamengo,visitante,7.75,5.008333333333333
1257,Léo Gamalho,53865,Coritiba,ATA,9.700000000000001,5.1,Atlético-GO,visitante,4.8999999999999995,5.0
1258,Gustavo Garcia,107225,Palmeiras,LAT,5.0,0.0,Juventude,visitante,5.0,5.0
1259,Vanderlan,107236,Palmeiras,LAT,4.6,0.0,Juventude,visitante,5.0,5.0
1260,Mayke,81150,Palmeiras,LAT,2.425,0.0,Juventude,visitante,5.0,5.0
1261,Kuscevic,98619,Palmeiras,ZAG,5.0,0.0,Juventude,visitante,5.0,5.0
1262,Weverton,71631,Palmeiras,GOL,4.0,5.0,Juventude,visitante,5.0,5.0
1263,Jorge,88065,Palmeiras,LAT,0.7333333333333334,0.0,Juventude,visitante,5.0,5.0
1264,Breno Lopes,93988,Palmeiras,ATA,0.6,0.0,Juventude,visitante,5.0,5.0
1265,Giovani,111759,Palmeiras,ATA,0.2,0.0,Juventude,visitante,5.0,5.0
1266,Bruno Cortez,72079,Avaí,LAT,2.8,2.8,Athletico-PR,visitante,7.066666666666666,4.933333333333334
1267,Kevin,91888,Avaí,LAT,2.1,2.8,Athletico-PR,visitante,7.066666666666666,4.933333333333334
1268,Neilton,83772,Coritiba,ATA,1.6,0.0,Atlético-GO,visitante,4.8999999999999995,4.8999999999999995
1269,Warley,104646,Coritiba,LAT,4.55,0.0,Atlético-GO,visitante,4.8999999999999995,4.8999999999999995
1270,Hugo,116056,Coritiba,ATA,0.6,0.0,Atlético-GO,visitante,4.8999999999999995,4.8999999999999995
1271,Murilo,97653,Palmeiras,ZAG,4.425,4.7,Juventude,visitante,5.0,4.85
1272,Marcos Rocha,63013,Palmeiras,LAT,3.1666666666666665,4.7,Juventude,visitante,5.0,4.85
1273,Carlos de Pena,87242,Internacional,ATA,0.7333333333333333,5.2,Cuiabá,visitante,4.5,4.85
1274,Mano Menezes,37281,Internacional,TEC,5.085,5.145,Cuiabá,visitante,4.5,4.8225
1275,Rômulo ,89696,Avaí,ATA,0.6666666666666666,2.5,Athletico-PR,visitante,7.066666666666666,4.783333333333333
1276,Egídio,42145,Coritiba,LAT,10.799999999999999,4.65,Atlético-GO,visitante,4.8999999999999995,4.775
1277,Bissoli,100762,Avaí,ATA,7.300000000000001,2.45,Athletico-PR,visitante,7.066666666666666,4.758333333333333
1278,Apodi,51042,Goiás,MEI,7.0,1.7333333333333334,Flamengo,visitante,7.75,4.741666666666667
1279,Fábio,37656,Fluminense,GOL,3.3333333333333335,3.6666666666666665,Fortaleza,visitante,5.75,4.708333333333333
1280,Gustavo Gómez,71684,Palmeiras,ZAG,6.875,4.4,Juventude,visitante,5.0,4.7
1281,Nathan,87009,Fluminense,MEI,0.29999999999999993,3.6,Fortaleza,visitante,5.75,4.675
1282,Abel Ferreira,110506,Palmeiras,TEC,6.2075000000000005,4.26,Juventude,visitante,5.0,4.63
1283,Nino,91708,Fluminense,ZAG,5.233333333333333,3.5,Fortaleza,visitante,5.75,4.625
1284,D'Alessandro,62023,Internacional,MEI,6.4,0.0,Cuiabá,visitante,4.5,4.5
1285,Moisés,90444,Internacional,LAT,-0.1,0.0,Cuiabá,visitante,4.5,4.5
1286,Estevão,117870,Internacional,MEI,-0.6,0.0,Cuiabá,visitante,4.5,4.5
1287,Johnny,106002,Internacional,MEI,1.0,0.0,Cuiabá,visitante,4.5,4.5
1288,Cauan de Almeida,107870,Internacional,TEC,3.97,0.0,Cuiabá,visitante,4.5,4.5
1289,Bustos,96678,Internacional,LAT,3.6999999999999997,4.433333333333333,Cuiabá,visitante,4.5,4.466666666666667
1290,Antonio Mohamed,71071,Atlético-MG,TEC,6.0375,5.025,Bragantino,visitante,3.9,4.4625
1291,Andrey,93787,Coritiba,MEI,14.533333333333333,4.0,Atlético-GO,visitante,4.8999999999999995,4.449999999999999
1292,Edenílson,63289,Internacional,MEI,5.85,4.366666666666666,Cuiabá,visitante,4.5,4.433333333333334
