,clube,xG_mean,xG_total
0,Palmeiras,1.8701792513104483,31.793047272277597
1,Flamengo,1.6163151400180507,27.477357380306856
2,Atlético-MG,1.4972118365867795,26.949813058562025
3,Bragantino,1.4510805988219888,26.1194507787958
4,Atlético-GO,1.4156973296465545,25.48255193363798
5,Santos,1.3901838075784394,25.023308536411914
6,Internacional,1.3822387458423646,24.880297425162578
7,Fluminense,1.3394654657425566,24.11037838336602
8,São Paulo,1.3014200462596621,23.425560832673916
9,Fortaleza,1.2948990227702035,23.308182409863665
10,Coritiba,1.2672995560671385,22.811392009208504
11,América-MG,1.2225279493880834,22.00550308898551
12,Ceará,1.2127781822449046,21.83000728040828
13,Botafogo,1.1172898974703744,20.11121815446673
14,Goiás,1.0859862668958224,19.54775280412481
15,Athletico-PR,1.0787082050283863,19.416747690510945
16,Juventude,1.072292716420763,19.301268895573735
17,Avaí,1.0519030581551094,18.93425504679197
18,Cuiabá,1.0217435999031976,18.39138479825755
19,Corinthians,0.9257544718807638,16.663580493853754
