,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1360,Arrascaeta,87863,Flamengo,MEI,10.125,7.0200000000000005,América-MG,mandante,6.857142857142857,8.491071428571429
1361,Matheuzinho,101727,Flamengo,LAT,9.933333333333332,1.5833333333333333,América-MG,mandante,6.857142857142857,8.395238095238094
1362,Ayrton Lucas,88393,Flamengo,LAT,8.175,2.28,América-MG,mandante,6.857142857142857,7.516071428571429
1363,Calleri,89840,São Paulo,ATA,11.283333333333333,5.057142857142857,Juventude,mandante,3.0833333333333335,7.183333333333334
1364,Everton Ribeiro,51772,Flamengo,MEI,7.359999999999999,1.9571428571428575,América-MG,mandante,6.857142857142857,7.1085714285714285
1365,Marinho,68952,Flamengo,ATA,7.3,1.3599999999999999,América-MG,mandante,6.857142857142857,7.078571428571428
1366,Savarino,98672,Atlético-MG,ATA,10.450000000000001,-0.1,Fortaleza,mandante,3.0,6.7250000000000005
1367,Diego Alves,38509,Flamengo,GOL,6.0,-1.5,América-MG,mandante,6.857142857142857,6.428571428571429
1368,Léo Pereira,83528,Flamengo,ZAG,5.9,0.16666666666666666,América-MG,mandante,6.857142857142857,6.378571428571428
1369,Gabriel,83257,Flamengo,ATA,5.725,1.4285714285714284,América-MG,mandante,6.857142857142857,6.291071428571428
1370,Rafael Ramos,93236,Corinthians,LAT,8.98,1.975,Santos,mandante,3.6,6.29
1371,Lima,96340,Ceará,MEI,8.15,2.7199999999999998,Atlético-GO,mandante,4.366666666666666,6.258333333333333
1372,Paulo Sousa,89284,Flamengo,TEC,5.3575,4.0975,América-MG,mandante,6.857142857142857,6.107321428571428
1373,Lucas Ribeiro,103088,Ceará,ZAG,7.8,2.766666666666666,Atlético-GO,mandante,4.366666666666666,6.083333333333333
1374,Muriqui,38225,Avaí,ATA,9.200000000000001,1.6200000000000003,Palmeiras,mandante,2.9,6.050000000000001
