,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube,eficiência
0,79631,Cano,266,8.990065743655194,71,22,13,0.408639351984327,0.5909090909090909,0.12662064427683373,5.461538461538462,Fluminense,4.009934256344806
1,89840,Calleri,276,7.942499594242267,55,21,11,0.3782142663924889,0.5238095238095238,0.14440908353167758,5.0,São Paulo,3.0575004057577333
2,83257,Gabriel,262,7.411542722917632,51,18,7,0.41175237349542404,0.3888888888888889,0.145324367116032,7.285714285714286,Flamengo,-0.4115427229176323
3,98225,Pedro Raul,290,7.21575050491203,54,18,12,0.4008750280506683,0.6666666666666666,0.13362500935022278,4.5,Goiás,4.78424949508797
4,109497,Marcos Leonardo,277,6.804481983229232,56,21,8,0.3240229515823444,0.38095238095238093,0.12150860684337915,7.0,Santos,1.1955180167707677
5,90031,Mendoza,354,6.267089688508032,58,20,9,0.3133544844254016,0.45,0.10805327049151779,6.444444444444445,Ceará,2.7329103114919677
6,89898,Róger Guedes,264,6.19917785955315,51,19,6,0.32627251892385,0.3157894736842105,0.12155250705006176,8.5,Corinthians,-0.19917785955315015
7,91607,Rony,275,5.976460436973037,43,17,8,0.35155649629253155,0.47058823529411764,0.13898745202262877,5.375,Palmeiras,2.0235395630269633
8,108422,Erison,263,5.8983057923303,47,19,7,0.3104371469647526,0.3684210526315789,0.12549586792192127,6.714285714285714,Botafogo,1.1016942076697003
9,82766,Wellington Rato,373,5.814232469674055,66,20,5,0.2907116234837027,0.25,0.0880944313586978,13.2,Atlético-GO,-0.8142324696740548
10,39148,Hulk,282,5.7084452597271715,79,21,9,0.27183072665367486,0.42857142857142855,0.07225880075604015,8.777777777777779,Atlético-MG,3.2915547402728285
11,87242,Carlos de Pena,285,5.601181740285803,85,20,5,0.28005908701429016,0.25,0.06589625576806826,17.0,Internacional,-0.6011817402858028
12,100762,Bissoli,314,5.5904978994251895,43,21,12,0.2662141856869138,0.5714285714285714,0.13001157905639976,3.5833333333333335,Avaí,6.4095021005748105
13,80287,Luciano,276,5.5860288901802,48,19,7,0.29400152053580003,0.3684210526315789,0.11637560187875418,6.857142857142857,São Paulo,1.4139711098197996
14,104666,Moisés,356,5.442653897372922,45,22,6,0.24739335897149645,0.2727272727272727,0.12094786438606493,7.5,Fortaleza,0.5573461026270783
15,101715,Alerrandro,280,5.286548513903972,36,12,5,0.4405457094919976,0.4166666666666667,0.14684856983066588,7.2,Bragantino,-0.2865485139039716
16,108133,Pitta,286,5.144433017833024,44,18,4,0.2858018343240569,0.2222222222222222,0.11691893222347782,11.0,Juventude,-1.1444330178330242
17,87999,Gustavo Scarpa,275,4.973187325631095,77,21,4,0.2368184440776712,0.19047619047619047,0.06458684838481941,19.25,Palmeiras,-0.9731873256310948
18,101254,Alef Manga,294,4.871242575928831,49,18,4,0.27062458755160174,0.2222222222222222,0.09941311379446595,12.25,Coritiba,-0.8712425759288314
19,94583,Pedro,262,4.869735121854765,34,15,7,0.324649008123651,0.4666666666666667,0.14322750358396366,4.857142857142857,Flamengo,2.130264878145235
20,95799,Artur,280,4.645777646037756,51,17,4,0.2732810380022209,0.23529411764705882,0.09109367933407364,12.75,Bragantino,-0.6457776460377556
21,68773,Henrique Almeida,327,4.361514502707009,31,12,4,0.36345954189225077,0.3333333333333333,0.14069401621635513,7.75,América-MG,-0.361514502707009
22,104530,Igor Paixão,294,4.3281082445276855,46,15,4,0.28854054963517906,0.26666666666666666,0.09408930966364534,11.5,Coritiba,-0.3281082445276855
23,68920,Dudu,275,4.264702734228346,40,19,4,0.22445803864359717,0.21052631578947367,0.10661756835570865,10.0,Palmeiras,-0.26470273422834634
24,72583,Pedro Henrique,285,4.252039416346717,33,15,4,0.28346929442311447,0.26666666666666666,0.12884967928323385,8.25,Internacional,-0.252039416346717
25,87863,Arrascaeta,262,4.184706647703861,38,14,2,0.2989076176931329,0.14285714285714285,0.11012385915010159,19.0,Flamengo,-2.1847066477038606
26,61033,Rodriguinho,1371,4.163313877239589,36,18,2,0.23129521540219938,0.1111111111111111,0.11564760770109969,18.0,Cuiabá,-2.163313877239589
27,77544,Jorginho,373,4.128984356837574,31,14,3,0.2949274540598267,0.21428571428571427,0.133193043768954,10.333333333333334,Atlético-GO,-1.1289843568375737
28,81161,Léo Baptistão ,277,3.9855425574726593,34,14,5,0.2846816112480471,0.35714285714285715,0.11722183992566645,6.8,Santos,1.0144574425273407
29,102878,Terans,293,3.8088000529992496,46,15,7,0.2539200035332833,0.4666666666666667,0.0828000011521576,6.571428571428571,Athletico-PR,3.1911999470007504
30,110193,Lázaro,262,3.7300369407227034,33,14,4,0.2664312100516217,0.2857142857142857,0.11303142244614253,8.25,Flamengo,0.2699630592772966
31,94509,Raphael Veiga,275,3.718754004463103,39,13,3,0.28605800034331563,0.23076923076923078,0.0953526667811052,13.0,Palmeiras,-0.7187540044631029
32,85931,Hyoran,280,3.668087179614278,34,12,3,0.30567393163452317,0.25,0.10788491704747877,11.333333333333334,Bragantino,-0.668087179614278
33,53865,Léo Gamalho,294,3.6068937839685913,26,11,7,0.3278994349062356,0.6363636363636364,0.13872668399879198,3.7142857142857144,Coritiba,3.3931062160314087
34,98219,Alemão,285,3.573212819136952,26,14,6,0.25522948708121085,0.42857142857142855,0.13743126227449814,4.333333333333333,Internacional,2.426787180863048
35,106822,Rodrigo Nestor,276,3.5420243286727504,40,16,3,0.2213765205420469,0.1875,0.08855060821681876,13.333333333333334,São Paulo,-0.5420243286727504
36,98289,Churín,373,3.490227521435547,28,16,4,0.2181392200897217,0.25,0.1246509829084124,7.0,Atlético-GO,0.5097724785644528
37,60825,Felipe Azevedo,327,3.410943922484976,33,17,3,0.20064376014617505,0.17647058823529413,0.10336193704499927,11.0,América-MG,-0.410943922484976
38,71162,Vina,354,3.3915032053612704,47,18,2,0.1884168447422928,0.1111111111111111,0.07215964266726108,23.5,Ceará,-1.3915032053612704
39,84674,Lucas Evangelista,280,3.348042920288102,33,14,2,0.23914592287772157,0.14285714285714285,0.10145584606933643,16.5,Bragantino,-1.3480429202881021
40,63289,Edenílson,285,3.3437252997631464,27,12,5,0.2786437749802622,0.4166666666666667,0.12384167776900543,5.4,Internacional,1.6562747002368536
41,73850,Aloísio,327,3.29691002994472,23,11,2,0.2997190936313382,0.18181818181818182,0.14334391434542262,11.5,América-MG,-1.29691002994472
42,100848,Luan Cândido,280,3.280454250923522,46,20,7,0.16402271254617612,0.35,0.07131422284616352,6.571428571428571,Bragantino,3.719545749076478
43,80196,Yago Pikachu,356,3.2499509125569346,31,14,4,0.2321393508969239,0.2857142857142857,0.10483712621151402,7.75,Fortaleza,0.7500490874430654
44,96340,Lima,354,3.2373495932094496,31,13,2,0.24902689178534226,0.15384615384615385,0.10443063203901451,15.5,Ceará,-1.2373495932094496
45,70360,Eduardo Sasha,282,3.2142973091599676,26,15,3,0.21428648727733118,0.2,0.12362681958307567,8.666666666666666,Atlético-MG,-0.21429730915996759
46,102598,Helinho,280,3.1835805803652253,34,15,2,0.2122387053576817,0.13333333333333333,0.0936347229519184,17.0,Bragantino,-1.1835805803652253
47,94916,Nacho Fernández,282,3.1129956923476363,36,16,3,0.19456223077172727,0.1875,0.08647210256521212,12.0,Atlético-MG,-0.11299569234763629
48,100079,Zaracho,282,3.1115850851339824,23,8,2,0.3889481356417478,0.25,0.13528630804930358,11.5,Atlético-MG,-1.1115850851339824
49,105647,Maurício,285,3.0895923360858393,29,14,2,0.22068516686327425,0.14285714285714285,0.10653766676158066,14.5,Internacional,-1.0895923360858393
50,84817,Robson,356,3.0498455692181827,32,15,4,0.20332303794787884,0.26666666666666666,0.09530767403806821,8.0,Fortaleza,0.9501544307818173
51,109282,Luiz Henrique,266,3.024166988239349,27,11,2,0.27492427165812267,0.18181818181818182,0.11200618474960553,13.5,Fluminense,-1.0241669882393492
52,104521,Vinícius Zanocelo,277,3.000465097693278,39,19,3,0.15791921566806727,0.15789473684210525,0.07693500250495584,13.0,Santos,-0.0004650976932780715
53,114802,Vitor Roque,293,2.9676382725713366,26,13,4,0.22827986712087206,0.3076923076923077,0.11413993356043603,6.5,Athletico-PR,1.0323617274286634
54,77809,William Pottker,314,2.9382037425632244,29,16,1,0.18363773391020152,0.0625,0.10131737043321463,29.0,Avaí,-1.9382037425632244
55,101314,Ademir,282,2.8689594063777912,22,12,1,0.2390799505314826,0.08333333333333333,0.13040724574444507,22.0,Atlético-MG,-1.8689594063777912
56,87228,Guilherme Arana,282,2.7763400511662764,37,17,0,0.16331412065683978,0.0,0.07503621759908854,inf,Atlético-MG,-2.7763400511662764
57,93478,Wanderson,285,2.7705590733706087,23,14,6,0.19789707666932918,0.42857142857142855,0.12045909014654821,3.8333333333333335,Internacional,3.2294409266293913
58,51772,Everton Ribeiro,262,2.7667677277416214,19,10,2,0.27667677277416214,0.2,0.1456193540916643,9.5,Flamengo,-0.7667677277416214
59,90715,Luiz Fernando ,373,2.724710790865345,22,12,0,0.2270592325721121,0.0,0.12385049049387932,inf,Atlético-GO,-2.724710790865345
60,94263,Dadá Belmonte,290,2.68374867389139,32,17,2,0.1578675690524347,0.11764705882352941,0.08386714605910593,16.0,Goiás,-0.6837486738913898
61,82455,Zé Rafael,275,2.661485842122432,29,18,3,0.14786032456235734,0.16666666666666666,0.09177537386629077,9.666666666666666,Palmeiras,0.3385141578775679
62,69138,Pablo,293,2.5760941717332413,23,11,3,0.2341903792484765,0.2727272727272727,0.1120040944231844,7.666666666666667,Athletico-PR,0.4239058282667587
63,106002,Johnny,285,2.4652646647761927,18,9,3,0.27391829608624363,0.3333333333333333,0.13695914804312181,6.0,Internacional,0.5347353352238073
64,105811,Wesley,275,2.4551926042282486,23,13,1,0.1888609695560191,0.07692307692307693,0.10674750453166298,23.0,Palmeiras,-1.4551926042282486
65,104778,Adrián Martínez,294,2.411638116111694,19,13,4,0.18551062431628415,0.3076923076923077,0.12692832190061548,4.75,Coritiba,1.588361883888306
66,100103,Pedrinho,327,2.3451918589831404,27,14,3,0.16751370421308145,0.21428571428571427,0.08685895774011632,9.0,América-MG,0.6548081410168596
