,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Juventude,Corinthians,18.279017743729696,29.734566577426197,51.98640565390298,28.38773582935252,53.85760219660687
1,Bragantino,Cuiabá,54.35559527874329,28.93637871648101,16.708011107421296,55.51433825542993,26.954118581997932
2,Ceará,Goiás,42.74082394899583,31.07241340132966,26.18675950704126,44.753522219768044,32.74667165194751
3,Atlético-GO,Fluminense,25.199007389305876,24.148866771758325,50.65195673323728,18.575714439362738,32.796240228684006
4,Athletico-PR,Fortaleza,45.21510850306988,29.95895236079899,24.825932783828755,44.59977175803211,30.110760237333324
5,Flamengo,Internacional,55.240308442444096,24.03581634482353,20.723696997931604,39.19659105767636,18.35367282319038
6,Santos,Atlético-MG,43.806801069951405,33.35534324848903,22.837854323921732,52.04860576772658,35.72352252695408
7,Palmeiras,Coritiba,80.13567977406207,14.35906401743453,5.501507411020867,63.31883190225733,9.414837045740086
8,América-MG,São Paulo,39.79411349646498,31.182681844337278,29.023202388735893,41.94415523963544,34.21881295247493
9,Avaí,Botafogo,39.88227244492452,29.25512213437979,30.862599566660986,37.02782559036976,30.982587878949737
