,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1570,Luiz Felipe,79035,Santos,ZAG,12.7,-0.5,São Paulo,mandante,3.2454545454545456,7.972727272727273
1571,Natanael,86264,Avaí,LAT,11.3,2.75,Internacional,mandante,3.763636363636364,7.531818181818182
1572,Terans,102878,Athletico-PR,MEI,7.85,2.488888888888889,América-MG,mandante,6.7,7.275
1573,Cano,79631,Fluminense,ATA,9.972727272727273,2.2181818181818183,Coritiba,mandante,4.222222222222222,7.097474747474747
1574,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Flamengo,mandante,4.0,7.0
1575,Orejuela,95352,Athletico-PR,LAT,7.166666666666667,2.6333333333333333,América-MG,mandante,6.7,6.933333333333334
1576,Savarino,98672,Atlético-MG,ATA,10.450000000000001,-0.1,Goiás,mandante,3.409090909090909,6.929545454545455
1577,Vitor Bueno,87552,Athletico-PR,MEI,6.066666666666666,2.0500000000000003,América-MG,mandante,6.7,6.383333333333333
1578,Moraes,95058,Juventude,LAT,7.633333333333333,3.5833333333333335,Botafogo,mandante,4.681818181818182,6.157575757575757
1579,Bento,105208,Athletico-PR,GOL,5.1,4.0181818181818185,América-MG,mandante,6.7,5.9
1580,Natan,107110,Bragantino,ZAG,7.225,1.5749999999999997,Ceará,mandante,4.55,5.887499999999999
1581,Luiz Felipe Scolari,43618,Athletico-PR,TEC,5.027142857142857,3.9019999999999997,América-MG,mandante,6.7,5.863571428571428
1582,Luan Cândido,100848,Bragantino,LAT,7.111111111111111,6.0875,Ceará,mandante,4.55,5.830555555555556
1583,Pedro Henrique,87225,Athletico-PR,ZAG,4.8875,4.022222222222222,América-MG,mandante,6.7,5.79375
1584,Luiz Henrique,109282,Fluminense,ATA,7.3428571428571425,5.3999999999999995,Coritiba,mandante,4.222222222222222,5.782539682539682
1585,Abner Vinícius,104513,Athletico-PR,LAT,4.78,2.3899999999999997,América-MG,mandante,6.7,5.74
1586,Piquerez,102130,Palmeiras,LAT,7.4,4.566666666666667,Flamengo,mandante,4.0,5.7
1587,Cuello,98909,Athletico-PR,ATA,4.65,2.633333333333333,América-MG,mandante,6.7,5.675000000000001
1588,Gustavo Gómez,71684,Palmeiras,ZAG,7.199999999999999,6.814285714285714,Flamengo,mandante,4.0,5.6
1589,Fábio Carille,70696,Athletico-PR,TEC,4.385,3.15,América-MG,mandante,6.7,5.5425
1590,Gustavo Scarpa,87999,Palmeiras,MEI,6.9399999999999995,7.055555555555555,Flamengo,mandante,4.0,5.47
1591,Samuel Xavier,73384,Fluminense,LAT,6.650000000000001,3.65,Coritiba,mandante,4.222222222222222,5.436111111111112
1592,Lucas Halter,102253,Athletico-PR,ZAG,4.0,1.45,América-MG,mandante,6.7,5.35
1593,Artur,95799,Bragantino,ATA,6.075,4.544444444444444,Ceará,mandante,4.55,5.3125
1594,Hyoran,85931,Bragantino,MEI,5.98,3.514285714285714,Ceará,mandante,4.55,5.265000000000001
1595,Pedrinho,110995,Athletico-PR,LAT,3.775,3.4166666666666665,América-MG,mandante,6.7,5.2375
1596,Rubens,110727,Atlético-MG,MEI,7.0625,2.4,Goiás,mandante,3.409090909090909,5.235795454545455
1597,Erick,98022,Athletico-PR,MEI,3.75,1.6500000000000004,América-MG,mandante,6.7,5.225
1598,Khellven ,105175,Athletico-PR,LAT,3.625,4.3125,América-MG,mandante,6.7,5.1625
1599,Marcos Leonardo,109497,Santos,ATA,7.05,4.8375,São Paulo,mandante,3.2454545454545456,5.1477272727272725
1600,Praxedes,107744,Bragantino,MEI,5.716666666666666,1.1666666666666667,Ceará,mandante,4.55,5.133333333333333
1601,Hugo Moura,101594,Athletico-PR,MEI,3.4499999999999997,3.4285714285714284,América-MG,mandante,6.7,5.075
1602,Canobbio,102928,Athletico-PR,ATA,3.442857142857143,1.9625,América-MG,mandante,6.7,5.071428571428571
1603,Hulk,39148,Atlético-MG,ATA,6.7,4.899999999999999,Goiás,mandante,3.409090909090909,5.054545454545455
1604,Bissoli,100762,Avaí,ATA,6.263636363636365,4.188888888888889,Internacional,mandante,3.763636363636364,5.013636363636365
1605,Léo Baptistão ,81161,Santos,ATA,6.781818181818182,2.35,São Paulo,mandante,3.2454545454545456,5.013636363636364
1606,Maurício Barbieri,82792,Bragantino,TEC,5.467,3.627272727272727,Ceará,mandante,4.55,5.0085
1607,Pedro Rocha,90302,Athletico-PR,ATA,3.25,0.44999999999999996,América-MG,mandante,6.7,4.975
1608,Muriqui,38225,Avaí,ATA,6.155555555555556,1.285714285714286,Internacional,mandante,3.763636363636364,4.95959595959596
1609,Rômulo,107197,Athletico-PR,ATA,3.0250000000000004,2.0625,América-MG,mandante,6.7,4.862500000000001
1610,Abel Ferreira,110506,Palmeiras,TEC,5.704545454545454,6.0009999999999994,Flamengo,mandante,4.0,4.852272727272727
1611,Matheus Martins,111831,Fluminense,ATA,5.414285714285714,0.942857142857143,Coritiba,mandante,4.222222222222222,4.818253968253968
1612,Thiago Heleno,38394,Athletico-PR,ZAG,2.9,-1.9,América-MG,mandante,6.7,4.8
1613,Paulinho Moccelin,82640,Juventude,ATA,4.866666666666666,-0.3599999999999998,Botafogo,mandante,4.681818181818182,4.7742424242424235
1614,Alerrandro,101715,Bragantino,ATA,4.971428571428571,5.933333333333334,Ceará,mandante,4.55,4.760714285714285
1615,Matheus Felipe,102310,Athletico-PR,ZAG,2.7833333333333337,3.9111111111111114,América-MG,mandante,6.7,4.741666666666667
1616,Renan,109963,Bragantino,ZAG,4.9,3.8499999999999996,Ceará,mandante,4.55,4.725
1617,Vitinho,101960,Athletico-PR,ATA,2.7,0.9666666666666668,América-MG,mandante,6.7,4.7
1618,Felipe Pires,100289,Juventude,ATA,0.0,-0.1,Botafogo,mandante,4.681818181818182,4.681818181818182
1619,Pegorari,82540,Juventude,GOL,0.0,2.0,Botafogo,mandante,4.681818181818182,4.681818181818182
1620,Vitor Leque,108714,Juventude,ATA,0.0,-3.7,Botafogo,mandante,4.681818181818182,4.681818181818182
1621,Marcelo Fernandes,91274,Santos,TEC,6.1,0.75,São Paulo,mandante,3.2454545454545456,4.672727272727273
1622,Vanderlan,107236,Palmeiras,LAT,5.325,3.75,Flamengo,mandante,4.0,4.6625
1623,Yago Pikachu,80196,Fortaleza,MEI,6.985714285714286,2.8000000000000003,Corinthians,mandante,2.3,4.642857142857142
1624,Fernando Diniz,72391,Fluminense,TEC,5.05,3.5522222222222224,Coritiba,mandante,4.222222222222222,4.636111111111111
1625,Arias,99815,Fluminense,MEI,5.045454545454546,3.266666666666667,Coritiba,mandante,4.222222222222222,4.633838383838384
1626,Nicolás Hernández,105672,Athletico-PR,ZAG,2.5,3.0571428571428574,América-MG,mandante,6.7,4.6
1627,Antonio Mohamed,71071,Atlético-MG,TEC,5.7811111111111115,4.9675,Goiás,mandante,3.409090909090909,4.59510101010101
1628,Nacho Fernández,94916,Atlético-MG,MEI,5.755555555555556,3.888888888888889,Goiás,mandante,3.409090909090909,4.582323232323233
1629,Zé Rafael,82455,Palmeiras,MEI,5.1454545454545455,5.722222222222223,Flamengo,mandante,4.0,4.572727272727272
1630,André,107498,Fluminense,MEI,4.910000000000001,2.15,Coritiba,mandante,4.222222222222222,4.566111111111112
1631,Raphael Veiga,94509,Palmeiras,MEI,5.055555555555555,2.0285714285714285,Flamengo,mandante,4.0,4.527777777777778
1632,Pablo,69138,Athletico-PR,ATA,2.314285714285714,5.65,América-MG,mandante,6.7,4.507142857142857
1633,Kuscevic,98619,Palmeiras,ZAG,5.0,13.2,Flamengo,mandante,4.0,4.5
1634,Vitor Mendes,104401,Juventude,ZAG,4.279999999999999,2.6,Botafogo,mandante,4.681818181818182,4.4809090909090905
1635,Juninho Capixaba,94968,Fortaleza,LAT,6.614285714285714,3.4181818181818175,Corinthians,mandante,2.3,4.457142857142857
1636,Christian,104502,Athletico-PR,MEI,2.2,1.4333333333333333,América-MG,mandante,6.7,4.45
1637,Cleiton,93882,Bragantino,GOL,4.35,2.6,Ceará,mandante,4.55,4.449999999999999
1638,Aderlan,88423,Bragantino,LAT,4.3374999999999995,2.311111111111111,Ceará,mandante,4.55,4.44375
1639,Marcos Rocha,63013,Palmeiras,LAT,4.833333333333333,9.22857142857143,Flamengo,mandante,4.0,4.416666666666666
1640,Léo Ortiz,97867,Bragantino,ZAG,4.262499999999999,3.3333333333333335,Ceará,mandante,4.55,4.40625
1641,Cris Silva,89668,Fluminense,LAT,4.55,3.1,Coritiba,mandante,4.222222222222222,4.386111111111111
1642,João Paulo,85425,Santos,GOL,5.472727272727273,3.111111111111111,São Paulo,mandante,3.2454545454545456,4.359090909090909
1643,Léo Cittadini,70986,Athletico-PR,MEI,1.9166666666666667,2.0374999999999996,América-MG,mandante,6.7,4.308333333333334
1644,Gabriel Veron,103764,Palmeiras,ATA,4.6000000000000005,3.8,Flamengo,mandante,4.0,4.300000000000001
1645,Vitor Roque,114802,Athletico-PR,ATA,1.8375000000000001,4.624999999999999,América-MG,mandante,6.7,4.26875
1646,Murilo,97653,Palmeiras,ZAG,4.52,5.262499999999999,Flamengo,mandante,4.0,4.26
1647,Rony,91607,Palmeiras,ATA,4.477777777777778,6.65,Flamengo,mandante,4.0,4.238888888888889
1648,Dudu,68920,Palmeiras,ATA,4.418181818181818,4.2700000000000005,Flamengo,mandante,4.0,4.209090909090909
1649,Marcelo Cirino,69022,Athletico-PR,ATA,1.6799999999999997,0.21666666666666665,América-MG,mandante,6.7,4.1899999999999995
