,clube,P
0,Palmeiras,67.96993271048669
1,Corinthians,61.15856753073199
2,Flamengo,60.34234121341652
3,São Paulo,59.46801398750728
4,Atlético-MG,58.57715274121057
5,Athletico-PR,57.88799013636288
6,Fluminense,54.2426203999022
7,Santos,54.23457817917183
8,Internacional,54.011521807020834
9,Botafogo,51.99347705357427
10,Bragantino,51.38776260146094
11,Coritiba,48.666374784980285
12,Ceará,47.52356535781405
13,Goiás,44.538874218538496
14,Fortaleza,42.588422071166875
15,Atlético-GO,39.68996890148727
16,Cuiabá,38.34559164086452
17,América-MG,38.05309393788793
18,Juventude,36.97269567358965
19,Avaí,34.853833217754826
