,clube,xP,ranking_xp
0,Flamengo,36.5,1
1,Palmeiras,36.5,1
2,Atlético-MG,34.86,3
3,Internacional,31.79,4
4,Fluminense,31.05,5
5,São Paulo,29.290000000000003,6
6,Fortaleza,28.099999999999994,7
7,América-MG,28.02,8
8,Bragantino,27.24,9
9,Corinthians,26.669999999999998,10
10,Atlético-GO,24.95,11
11,Botafogo,24.5,12
12,Santos,24.130000000000003,13
13,Ceará,23.9,14
14,Coritiba,23.75,15
15,Cuiabá,23.58,16
16,Avaí,20.99,17
17,Athletico-PR,20.85,18
18,Juventude,18.75,19
19,Goiás,16.64,20
