,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Flamengo,2.006870095718497,0.7343831628494223,1.3464751443566778,1.1651849914581576,1.6766726200375874,0.94978407715379,1.2724869328690747,0.18129015289852024,0.7268885428837975
1,Palmeiras,1.9959459101325614,0.8896012011279779,1.3904885564740774,1.1083878312675242,1.6932172333033195,0.998994516197751,1.1063447090045835,0.28210072520655327,0.6942227171055685
2,Atlético-MG,1.5564471575442762,0.7431134320555777,1.393049025891299,1.0092231879053772,1.4747480917177875,0.8761683099804775,0.8133337254886985,0.38382583798592185,0.5985797817373101
3,Internacional,1.620284038153071,1.057040920876356,1.3723884587725497,1.1723353077526795,1.4963362484628102,1.1146881143145178,0.5632431172767149,0.2000531510198702,0.38164813414829246
4,São Paulo,1.4949400405648052,1.0605074015823082,1.2981670747501817,1.303786085574288,1.3965535576574934,1.182146743578298,0.43443263898249707,-0.005619010824106319,0.21440681407919548
5,Fluminense,1.6716308761095093,0.9841487551937075,0.9374385523503243,1.2293649891590765,1.3045347142299168,1.106756872176392,0.6874821209158019,-0.2919264368087523,0.19777784205352478
6,Fortaleza,1.5956181627181316,0.9348932578372138,1.0110551724330745,1.4219384919412548,1.303336667575603,1.1784158748892342,0.6607249048809178,-0.41088331950818024,0.12492079268636891
7,Bragantino,1.5315320729800963,0.9783990228255472,1.1979509729565168,1.5358177794666021,1.3647415229683064,1.2571084011460747,0.553133050154549,-0.3378668065100854,0.10763312182223173
8,América-MG,1.5420141966947356,1.0414731133198079,1.27280099604149,1.6658264650822967,1.4074075963681127,1.3536497892010524,0.5005410833749278,-0.3930254690408066,0.053757807167060356
9,Corinthians,1.375490061126827,1.0810131115019503,0.9628866605494101,1.1640523226398596,1.1691883608381186,1.122532717070905,0.2944769496248767,-0.2011656620904495,0.04665564376721365
10,Atlético-GO,1.506535291230973,1.2313305460943382,1.1877593732279752,1.656008619654766,1.3471473322294742,1.443669582874552,0.27520474513663484,-0.4682492464267909,-0.0965222506450778
11,Ceará,1.2007083248667327,1.192186356275723,1.1532849079267262,1.406075311924125,1.1769966163967296,1.299130834099924,0.008521968591009843,-0.2527904039973987,-0.12213421770319433
12,Cuiabá,1.2758944027338377,1.0419244959918246,0.8520935250044451,1.384767272114139,1.0639939638691414,1.2133458840529818,0.23396990674201312,-0.532673747109694,-0.14935192018384047
13,Santos,1.5222850660800158,1.5290575800255095,1.059132814280147,1.3985872216714499,1.2907089401800813,1.4638224008484797,-0.006772513945493719,-0.33945440739130284,-0.1731134606683984
14,Botafogo,1.1559229171409888,1.2332444733892494,1.2203499697726363,1.5487773395329067,1.1881364434568127,1.391010906461078,-0.07732155624826054,-0.3284273697602704,-0.20287446300426537
15,Coritiba,1.2476100017740934,1.1404726881842786,1.2909936341924637,1.8433998214577132,1.2693018179832785,1.4919362548209958,0.10713731358981482,-0.5524061872652495,-0.22263443683771733
16,Athletico-PR,1.295885972405668,1.3461663170598137,0.9484666184764752,1.6197422208781103,1.1221762954410717,1.482954268968962,-0.05028034465414577,-0.6712756024016351,-0.3607779735278904
17,Avaí,1.2896844224729909,1.2124860520990375,0.9086555971233696,1.7712090752216558,1.0991700097981802,1.4918475636603468,0.07719837037395338,-0.8625534780982862,-0.3926775538621665
18,Juventude,1.46264263107853,1.1607084249423438,0.6811262574338935,1.9871013881807338,1.0718844442562119,1.573904906561539,0.30193420613618627,-1.3059751307468401,-0.502020462305327
19,Goiás,1.0512259135657183,1.6626283475066468,0.8635070440259625,1.8769074742126233,0.9573664787958404,1.7697679108596351,-0.6114024339409285,-1.0134004301866608,-0.8124014320637948
