,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 3, 'DE': 64, 'DS': 1, 'FS': 5, 'GS': 19, 'SG': 7}",96468,22,285,1,3,4.0,8.37,-0.96,4.25,19,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",daniel,Daniel,Daniel,Daniel de Sousa Brito,https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png,Suspenso
1,"{'CA': 1, 'DE': 62, 'FS': 3, 'GS': 25, 'SG': 8}",37656,22,266,1,7,-1.0,9.64,-1.27,3.53,22,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png,Provável
2,"{'DE': 60, 'DS': 1, 'FS': 1, 'GS': 13, 'SG': 9}",42234,22,264,1,7,2.0,11.39,-0.05,5.21,18,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Provável
3,"{'A': 1, 'CA': 1, 'DS': 14, 'FC': 8, 'FD': 5, 'FF': 11, 'FS': 12, 'G': 1, 'I': 3, 'PI': 77}",86485,22,282,5,7,3.6,7.1,0.26,3.01,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",keno,Keno,Keno,Marcos da Silva França,https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,Provável
4,"{'A': 1, 'CA': 4, 'DS': 35, 'FC': 12, 'FD': 3, 'FF': 6, 'FS': 14, 'PC': 1, 'PI': 96, 'SG': 7}",102130,22,275,2,7,8.7,8.9,1.3,6.1,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Provável
5,"{'A': 3, 'DS': 19, 'FC': 13, 'FD': 7, 'FF': 12, 'FS': 26, 'FT': 1, 'G': 2, 'I': 3, 'PI': 77, 'PP': 1}",94509,22,275,4,7,3.5,14.28,-1.36,4.48,16,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Provável
6,"{'CA': 3, 'DE': 66, 'FS': 7, 'GS': 25, 'PC': 1, 'SG': 6}",93882,22,280,1,7,-2.0,8.74,-0.65,3.52,20,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Provável
7,"{'CA': 1, 'DE': 15, 'DP': 1, 'GS': 3, 'PC': 1, 'SG': 2}",72372,22,276,1,7,8.0,7.04,0.87,6.75,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2022/07/29/948ed1b09ea3bef573fd04df2d4f21dc_FORMATO.png,Provável
8,"{'CA': 1, 'DE': 69, 'FS': 4, 'GS': 23, 'SG': 5}",74061,22,263,1,7,7.0,7.82,0.54,3.78,19,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",gatito-fernandez,Gatito Fernández,G. Fernández,Roberto Junior Fernández Torres,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,Provável
9,{},85004,22,266,1,6,0.0,7.0,0.0,0.0,0,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",marcos-felipe,Marcos Felipe,M. Felipe,Marcos Felipe de Freitas Monteiro,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,Nulo
