,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,33.0,Bragantino,Athletico-PR,46.49801748569154,27.166195706438305,28.190712354901297,29.04446859721832,19.36424353311563
1,33.0,América-MG,Flamengo,29.946446412561443,27.677347899413817,44.05881890055557,23.621400706426225,30.453285274662683
2,33.0,Santos,Corinthians,40.83321493162503,31.472410877189617,29.412819119221584,36.616474220221995,28.81730451602443
3,33.0,Palmeiras,Avaí,72.75036115439498,16.204314540487257,12.851148737919202,43.86820133169209,9.494060730111475
4,33.0,Fluminense,Botafogo,53.72886448882184,24.223956071467516,24.06629479975992,30.979287422057297,15.1933647149772
5,33.0,Juventude,São Paulo,27.512712786877795,27.546711553087075,46.99795370202322,21.857694039772376,33.619260484644
6,33.0,Atlético-GO,Ceará,41.56443277287585,29.011940043051485,31.382457861026165,30.428315692509294,24.85465633142317
7,33.0,Cuiabá,Goiás,46.81458312662121,29.37389219568313,25.759347000742533,35.16789878190835,25.402578695777862
8,33.0,Coritiba,Internacional,29.535831276803396,28.114514494921576,44.483872015381,21.21299099449538,30.128582905196957
9,33.0,Fortaleza,Atlético-MG,35.67224635713907,29.95081783954627,36.4454427565778,32.32267083943643,27.554324273275178
