,clube,P
0,Flamengo,59.765224410205114
1,Palmeiras,58.211616506246344
2,Corinthians,58.0139211592213
3,Atlético-MG,57.40750051947137
4,São Paulo,56.12009110189673
5,Internacional,55.89306773323743
6,Santos,55.51159818068921
7,Bragantino,53.63844425337135
8,Fluminense,51.33405693101464
9,Botafogo,50.0910863425008
10,Fortaleza,45.47892553808503
11,Goiás,44.27868850982171
12,Ceará,41.61401431855369
13,Cuiabá,39.72778635826942
14,Atlético-GO,38.98610828680321
15,América-MG,34.83984728089942
16,Juventude,34.25243739104627
