,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Braga,40006,Fluminense,TEC,4.135,4.9
1,Abel Ferreira,110506,Palmeiras,TEC,6.774285714285715,6.626
2,Abner Vinícius,104513,Athletico-PR,LAT,5.316666666666667,2.9
3,Ademir,101314,Atlético-MG,ATA,4.3428571428571425,3.84
4,Aderlan,88423,Bragantino,LAT,3.725,3.55
5,Adrián Martínez,104778,Coritiba,ATA,0.55,4.116666666666666
6,Adson,111682,Corinthians,MEI,7.220000000000001,2.825
7,Airton,106107,Atlético-GO,ATA,5.366666666666667,1.8800000000000001
8,Alan Empereur,88033,Cuiabá,ZAG,0.5,3.65
9,Alan Patrick,68685,Internacional,MEI,7.5,3.7
10,Alef Manga,101254,Coritiba,ATA,5.666666666666667,1.8333333333333337
11,Alemão,98219,Internacional,ATA,3.34,3.0
12,Alerrandro,101715,Bragantino,ATA,2.4499999999999997,1.9500000000000002
13,Alesson,97321,Cuiabá,ATA,1.0333333333333332,4.975
14,Alex Muralha,79066,Coritiba,GOL,4.54,2.3333333333333335
15,Alexandre Jesus,107044,Fluminense,ATA,0.1,-0.4
16,Alisson,81845,São Paulo,MEI,3.766666666666666,3.4
17,Allan,96652,Atlético-MG,MEI,1.7500000000000002,0.7666666666666666
18,Aloísio,73850,América-MG,ATA,4.025,2.8
19,Alê,86388,América-MG,MEI,2.34,6.275
20,Andreas Pereira,89274,Flamengo,MEI,1.22,4.442857142857143
21,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0
22,André,68690,Cuiabá,ATA,2.4199999999999995,2.875
23,André,107498,Fluminense,MEI,5.257142857142858,0.43333333333333335
24,André Anderson,106803,São Paulo,MEI,0.5,1.5
25,André Luís,92146,Cuiabá,ATA,1.8,0.575
26,Andrés,110517,São Paulo,MEI,0.9333333333333332,3.6
27,Andrés Hurtado,110715,Bragantino,LAT,0.30000000000000004,4.2
28,Antonio Mohamed,71071,Atlético-MG,TEC,5.874285714285714,4.952
29,António Oliveira,111578,Cuiabá,TEC,3.995,2.19
30,Apodi,51042,Goiás,MEI,5.7,1.7600000000000002
31,Arboleda,91573,São Paulo,ZAG,3.55,1.875
32,Arias,99815,Fluminense,MEI,4.0285714285714285,-0.2
33,Arrascaeta,87863,Flamengo,MEI,10.125,7.0200000000000005
34,Arthur Chaves,111412,Avaí,ZAG,1.2333333333333334,4.033333333333333
35,Arthur Henrique,86629,Atlético-GO,LAT,1.1,1.2666666666666664
36,Artur,95799,Bragantino,ATA,6.025,6.925
37,Atuesta ,96754,Palmeiras,MEI,0.54,-0.02500000000000001
38,Auremir,77570,Goiás,MEI,1.3499999999999999,-0.3666666666666667
39,Ayrton Lucas,88393,Flamengo,LAT,8.175,2.28
40,Baralhas,99440,Atlético-GO,MEI,4.55,2.783333333333333
41,Barreto,89224,Botafogo,MEI,3.9,0.9
42,Bento,105208,Athletico-PR,GOL,5.333333333333333,4.314285714285714
43,Bernardo,112368,Coritiba,MEI,1.6333333333333335,1.6666666666666667
44,Bissoli,100762,Avaí,ATA,7.766666666666667,3.3833333333333333
45,Boschilia,86841,Internacional,MEI,3.8,1.55
46,Breno Lopes,93988,Palmeiras,ATA,0.4,2.0
47,Bressan,72491,Avaí,ZAG,2.04,3.4749999999999996
48,Bruninho,101716,Juventude,MEI,2.05,0.65
49,Bruno Cortez,72079,Avaí,LAT,2.35,2.283333333333333
50,Bruno Henrique,90285,Flamengo,ATA,4.975,6.7749999999999995
51,Bruno Méndez,103700,Internacional,ZAG,3.3333333333333335,2.025
52,Bruno Oliveira,103996,Santos,MEI,2.266666666666666,5.7
53,Bruno Pacheco,90061,Ceará,LAT,2.875,3.9
54,Bruno Silva,68698,Avaí,MEI,3.2600000000000002,3.9333333333333336
55,Bruno Tubarão,93637,Bragantino,ATA,2.0,1.3666666666666665
56,Bryan Angulo,89435,Santos,ATA,3.4166666666666665,0.9
57,Bryan García,110013,Athletico-PR,MEI,0.9333333333333335,0.0
58,Busanello,97537,Juventude,LAT,1.2,8.6
