,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,2.016645204703153,0.9040004740408466,1.4053993447287716,1.1031327413306515,1.7110222747159622,1.003566607685749,1.1126447306623066,0.30226660339812006,0.7074556670302132
1,Flamengo,2.0171948025197715,0.7898441478212997,1.3312013998066243,1.167653451620062,1.674198101163198,0.978748799720681,1.2273506546984718,0.16354794818656226,0.6954493014425169
2,Atlético-MG,1.6514519554275617,0.7826390045072671,1.3827000161873715,1.0497075301093457,1.5170759858074665,0.9161732673083064,0.8688129509202946,0.3329924860780258,0.6009027184991601
3,Internacional,1.484864456904816,1.0678267252659275,1.3449162755876625,1.1482995906495959,1.4148903662462393,1.1080631579577616,0.41703773163888846,0.1966166849380666,0.30682720828847776
4,Fluminense,1.7277575842231305,0.9053466237958916,0.9478769261871697,1.1999365077005755,1.3378172552051502,1.0526415657482335,0.8224109604272389,-0.2520595815134058,0.2851756894569166
5,São Paulo,1.5165155082790918,1.059899787985219,1.3702459221949692,1.2849355451207685,1.4433807152370304,1.1724176665529937,0.45661572029387276,0.08531037707420075,0.27096304868403664
6,Fortaleza,1.5277953307962207,0.93825646370653,1.0531907514674412,1.4083669439865345,1.290493041131831,1.1733117038465322,0.5895388670896906,-0.35517619251909327,0.11718133728529878
7,Bragantino,1.556914968128616,0.9717038195327522,1.159651090157684,1.5551311559504275,1.35828302914315,1.2634174877415898,0.5852111485958639,-0.39548006579274353,0.09486554140156023
8,América-MG,1.5752827761603556,1.0850441458961977,1.2758604628670844,1.6709060506318545,1.42557161951372,1.377975098264026,0.4902386302641579,-0.39504558776477006,0.047596521249694046
9,Corinthians,1.4210476599750712,1.1198555455726946,0.9723427442690121,1.2175049598638434,1.1966952021220416,1.1686802527182691,0.3011921144023766,-0.2451622155948313,0.02801494940377247
10,Atlético-GO,1.5638824378553233,1.2283130524810422,1.1881128495309374,1.6122431667143466,1.3759976436931303,1.4202781095976944,0.33556938537428116,-0.4241303171834092,-0.04428046590456414
11,Ceará,1.180078396572639,1.219699604073903,1.2010785436366824,1.4719699320111417,1.1905784701046607,1.3458347680425224,-0.03962120750126408,-0.27089138837445925,-0.15525629793786178
12,Coritiba,1.321051459270323,1.1304956599711635,1.2384198379986873,1.743026356267682,1.2797356486345053,1.4367610081194226,0.19055579929915956,-0.5046065182689947,-0.15702535948491736
13,Santos,1.496984539072145,1.458001503738793,1.0265019016271275,1.419742098770025,1.2617432203496364,1.438871801254409,0.03898303533335201,-0.3932401971428976,-0.17712858090477268
14,Cuiabá,1.2467914648472422,1.0714364522360509,0.8652271711662755,1.4382301005906595,1.056009318006759,1.2548332764133552,0.17535501261119135,-0.573002929424384,-0.19882395840659628
15,Botafogo,1.071102013824137,1.2643807782711824,1.2599554010589287,1.5761045952564987,1.1655287074415328,1.4202426867638405,-0.1932787644470455,-0.31614919419757004,-0.25471397932230766
16,Athletico-PR,1.3258824772461668,1.3545367716858554,0.9451944222863666,1.64722643084367,1.1355384497662668,1.5008816012647626,-0.028654294439688588,-0.7020320085573033,-0.3653431514984957
17,Juventude,1.4928498677631163,1.1531714364773795,0.6776203752368948,1.8953255322037108,1.0852351215000056,1.524248484340545,0.3396784312857368,-1.217705156966816,-0.4390133628405395
18,Avaí,1.2201065720472737,1.227702076253378,0.9203290902141976,1.8503281377588618,1.0702178311307358,1.53901510700612,-0.00759550420610422,-0.9299990475446642,-0.4687972758753842
19,Goiás,1.110413748537068,1.6510072688257014,0.9098345696840485,1.9290481445742997,1.0101241591105583,1.7900277067000006,-0.5405935202886334,-1.019213574890251,-0.7799035475894422
