,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Goiás,Bragantino,23.353174318757613,37.155767649888475,39.4910578247115,42.56092347538924,55.861340017336246
1,São Paulo,Ceará,87.63160304618624,7.219557839679827,4.727757875846718,33.2423583702809,1.4700957827598133
2,Fortaleza,Juventude,37.12491515136922,32.75286959388872,30.122214382844138,43.28249706581925,38.07034937670535
3,Santos,Palmeiras,28.65960829739173,40.66077727489728,30.679614408705685,52.236537277335096,53.956962787056206
4,Coritiba,Botafogo,69.34509968895743,18.66062482119873,11.992595537741757,46.35465121149218,11.52718938773362
5,Fluminense,Flamengo,20.278857807341645,53.59910754322499,26.12203464929321,65.61146310680247,71.09808891423864
6,Corinthians,América-MG,66.16779278597353,21.237151736862327,12.594589988578337,51.06483270760318,15.281206569148825
7,Cuiabá,Athletico-PR,62.942460058533854,34.65138491822412,2.4061531673617593,93.28323685472171,34.545857967129045
8,Atlético-MG,Avaí,23.314604645416082,51.30480144616059,25.38059390818216,64.94777758378298,66.86424060348544
9,Internacional,Atlético-GO,77.84714149538807,14.421991563990359,7.723563382284583,50.75233450410494,7.81507047113166
