,clube,ranking_clube,fase
0,Corinthians,1,80.0
1,Santos,2,66.67
2,Avaí,3,66.67
3,América-MG,4,60.0
4,Botafogo,8,53.33
5,Bragantino,5,53.33
6,São Paulo,6,53.33
7,Internacional,9,53.33
8,Coritiba,10,46.67
9,Cuiabá,11,46.67
10,Atlético-MG,7,40.0
11,Athletico-PR,12,40.0
12,Palmeiras,13,40.0
13,Goiás,16,33.33
14,Flamengo,14,33.33
15,Fluminense,15,33.33
16,Atlético-GO,19,20.0
17,Juventude,18,20.0
18,Ceará,17,
19,Fortaleza,20,
