,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,71.12208333333334,1,76.47166666666666,2,65.7725,1
1,Flamengo,64.30594405594407,2,84.45727272727275,1,44.15461538461538,11
2,Atlético-MG,63.34958333333334,3,64.10000000000001,6,62.59916666666667,2
3,Internacional,59.78234265734267,4,70.09545454545456,3,49.46923076923077,4
4,Corinthians,56.92402097902098,5,66.88076923076923,4,46.96727272727273,8
5,Athletico-PR,54.032147435897436,6,58.46583333333333,11,49.59846153846154,3
6,Santos,53.71832167832167,7,62.858461538461526,7,44.57818181818182,10
7,Fluminense,53.66439102564104,8,64.7746153846154,5,42.55416666666667,13
8,Bragantino,52.85374999999999,9,59.95499999999999,9,45.7525,9
9,Fortaleza,51.58583333333334,10,53.84583333333333,13,49.32583333333334,6
10,Coritiba,51.012587412587436,11,61.78153846153849,8,40.24363636363638,14
11,São Paulo,48.93891025641025,12,58.67166666666666,10,39.206153846153846,15
12,Botafogo,47.534487179487186,13,45.71666666666667,16,49.3523076923077,5
13,América-MG,46.56926282051281,14,55.3176923076923,12,37.820833333333326,17
14,Goiás,45.80147435897436,15,47.71833333333333,14,43.88461538461539,12
15,Ceará,44.025946969696975,16,40.86272727272728,20,47.189166666666665,7
16,Cuiabá,41.517500000000005,17,46.89000000000001,15,36.145,18
17,Atlético-GO,40.46407051282051,18,42.3523076923077,19,38.57583333333333,16
18,Avaí,39.687083333333334,19,44.11916666666667,17,35.254999999999995,19
19,Juventude,37.75041666666667,20,43.609166666666674,18,31.89166666666667,20
