,clube,xG_mean,xG_total
0,Palmeiras,1.8837295986345575,24.488484782249248
1,Atlético-MG,1.561742933890385,21.86440107446541
2,Atlético-GO,1.489549411922383,20.853691766913375
3,Flamengo,1.569390474380041,20.40207616694054
4,São Paulo,1.4456207161140422,20.238690025596597
5,Internacional,1.388754811856051,19.442567365984704
6,Coritiba,1.3623762884811565,19.0732680387362
7,Santos,1.3215174365497855,18.501244111697005
8,Fortaleza,1.2604500347133192,17.646300485986483
9,Fluminense,1.22723195783246,17.181247409654432
10,Bragantino,1.1981409380340209,16.773973132476286
11,Botafogo,1.1560591879542745,16.184828631359846
12,Ceará,1.1431731674435592,16.004424344209834
13,América-MG,1.131343927084066,15.838814979176922
14,Athletico-PR,1.0173538012220746,14.242953217109044
15,Avaí,1.0149547527841085,14.209366538977516
16,Goiás,0.982860795038481,13.760051130538729
17,Corinthians,0.954871071107669,13.368194995507372
18,Juventude,0.9179527602369868,12.8513386433178
20,Cuiabá,0.8118715751413063,11.366202051978286
