,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Athletico-PR,5,73.33
2,Atlético-GO,15,66.67
3,Ceará,13,60.0
4,Internacional,4,60.0
5,Corinthians,2,53.33
6,Atlético-MG,6,53.33
7,São Paulo,3,46.67
8,Fortaleza,20,40.0
9,Flamengo,16,40.0
10,Goiás,14,40.0
11,Fluminense,8,40.0
12,Cuiabá,18,33.33
13,Juventude,19,33.33
14,Coritiba,7,33.33
15,Bragantino,12,33.33
16,América-MG,9,33.33
17,Avaí,10,26.67
18,Santos,11,26.67
19,Botafogo,17,6.67
