,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,32.62672109209555,17.890046004409264,14.736675087686287
1,Flamengo,30.003151703851653,18.52600819957462,11.477143504277034
2,Atlético-MG,26.938535436485964,17.8086583227577,9.129877113728263
3,Fluminense,26.78876118727443,20.85269395150199,5.936067235772441
4,Fortaleza,25.24292165656236,19.612282338078785,5.630639318483574
5,Atlético-GO,27.58257566068845,24.10163650252861,3.4809391581598383
6,Internacional,25.43078238566783,22.181467589269364,3.2493147963984654
7,São Paulo,24.782903231303514,23.074818849062137,1.7080843822413776
8,Bragantino,25.963606384343667,24.70987621461593,1.253730169727735
9,Coritiba,25.05133084711877,24.721439653597344,0.3298911935214264
10,América-MG,23.823482339374188,25.621522005129382,-1.7980396657551942
11,Ceará,23.63424416737574,25.453769565499726,-1.8195253981239858
12,Santos,26.078940547345532,29.40053871014524,-3.3215981627997095
13,Corinthians,18.214252385326525,22.227739202643214,-4.013486817316689
14,Botafogo,21.395667503165356,25.640245249019202,-4.244577745853846
15,Cuiabá,18.91719372324096,23.50797376944146,-4.5907800462005
16,Athletico-PR,21.447467370204453,28.364099505538327,-6.916632135333874
17,Juventude,19.895142681896584,27.750717386233475,-7.855574704336892
18,Avaí,20.185233270306977,29.24309626508643,-9.057862994779452
19,Goiás,19.734760744260836,33.0490450337571,-13.314284289496268
