,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
4962,24,51042,Apodi,Goiás,MEI,5.64,1.2,0.13,7.527083333333334,1.0416666666666667,26.71173001343293,13.273208294975364,5.7004347826086965,3.1290705841528004,0.26791894767887303,10.79126213592233,5.0,44.04829544123532,16.305866644703652,44.77442121364637,visitante,0.0,2.345833333333333,0.0,1.2,0.0,3.2372357723577228,3.3005825242718445,0,1.0
5044,24,85423,Valdívia,Cuiabá,MEI,5.72,0.0,0.0,6.805416666666666,5.625,29.45463885035255,13.273208294975364,10.773478260869565,5.0789603553216,0.4109870348441322,10.79126213592233,5.0,30.628333836204373,28.62696853680299,44.77442121364637,mandante,3.423611111111112,0.0,0.0,0.7333333333333334,0.6333333333333333,3.2372357723577228,3.3005825242718445,0,1.0
2580,24,50353,Titi,Fortaleza,ZAG,6.3,6.9,0.37,0.0,0.0,30.453806938831573,14.634472125686651,1.035217391304348,6.092834459938155,0.5789837949433666,10.79126213592233,5.0,54.473728151418136,28.62696853680299,44.77442121364637,mandante,4.2125,0.0,0.0,5.3,5.775,3.2372357723577228,3.3005825242718445,0,1.0
4928,24,103388,Emmanuel Martínez,América-MG,MEI,5.3,3.2,-0.05,0.0,0.0,33.44474153297683,13.639634175348464,9.8225,5.444797347976257,0.5634433962264151,10.79126213592233,5.0,48.599795460129144,28.62696853680299,44.77442121364637,mandante,3.45,0.0,0.0,3.2,6.6,3.2372357723577228,3.3005825242718445,0,1.0
2591,24,86970,Eduardo Bauermann,Santos,ZAG,10.15,5.0,-0.28,4.166666666666667,0.0,34.437562307897984,14.34610990581438,2.7413636363636367,13.807982740021574,0.3661056976501555,10.79126213592233,5.0,55.333456478992154,28.62696853680299,44.77442121364637,mandante,4.03219696969697,0.0,0.0,7.85,3.325,3.2372357723577228,3.3005825242718445,0,1.0
4929,24,100969,Ronald,Fortaleza,MEI,3.05,3.1,0.14,0.0,0.0,29.90788128622252,13.273208294975364,0.5795652173913044,1.175225251506539,0.22108290666037647,10.79126213592233,5.0,54.473728151418136,28.62696853680299,44.77442121364637,mandante,3.3875,0.0,0.0,2.2,1.4,3.2372357723577228,3.3005825242718445,0,1.0
2594,24,70666,Marllon,Cuiabá,ZAG,7.58,4.7,0.26,0.0,0.0,37.39903743820712,14.127150722051885,5.463913043478261,7.824066458299064,0.4778370633639994,10.79126213592233,5.0,30.628333836204373,28.62696853680299,44.77442121364637,mandante,3.470833333333333,0.0,0.0,3.05,3.1666666666666665,3.2372357723577228,3.3005825242718445,0,1.0
2597,24,95638,Marcelo Benevenuto,Fortaleza,ZAG,8.01,4.5,0.07,4.166666666666667,0.0,34.35173910592547,14.549438112081205,3.3504347826086955,7.201380264550705,0.5099804225022342,10.79126213592233,5.0,54.473728151418136,28.62696853680299,44.77442121364637,mandante,4.595833333333333,0.0,0.0,6.2,4.625,3.2372357723577228,3.3005825242718445,0,1.0
2599,24,101728,Diego,São Paulo,ZAG,6.859999999999999,4.4,-0.27,0.0,0.0,32.432812699519836,13.712743984511054,1.1558333333333333,3.4063219311484536,0.3069204754120001,10.79126213592233,5.0,44.04829544123532,35.36566337751771,44.77442121364637,visitante,0.0,2.9717171717171715,0.0,3.0250000000000004,2.3,3.2372357723577228,3.3005825242718445,0,1.0
4931,24,82455,Zé Rafael,Palmeiras,MEI,13.27,2.9,0.1,14.48875,3.720238095238095,41.036771926046136,13.273208294975364,7.222173913043478,6.629729038094162,0.368081098842193,10.79126213592233,5.0,44.04829544123532,50.86305144074919,44.77442121364637,visitante,0.0,5.092727272727274,0.0,1.7,4.875,3.2372357723577228,3.3005825242718445,0,1.0
2650,24,50317,David Braz,Fluminense,ZAG,5.2,0.0,0.0,0.0,0.0,26.32541544846603,13.55892258068965,1.67,0.918024892019203,0.08998941963370725,10.79126213592233,5.0,44.04829544123532,33.18070342845103,44.77442121364637,visitante,0.0,4.302272727272728,0.0,0.0,0.0,3.2372357723577228,3.3005825242718445,0,1.0
4037,24,106704,Carlos Alberto,América-MG,ATA,1.75,0.0,0.0,0.0,0.0,25.438210354274464,13.273208294975364,3.1908333333333334,0.6759697387793653,0.168213582538581,10.79126213592233,5.0,48.599795460129144,28.62696853680299,44.77442121364637,mandante,2.625,0.0,0.0,-0.3,1.1,3.2372357723577228,3.3005825242718445,0,1.0
4953,24,82766,Wellington Rato,Atlético-GO,MEI,10.76,1.8,0.1,19.80125,12.152777777777779,28.903995889605323,13.273208294975364,19.0725,11.70042048386114,0.513788749337445,10.79126213592233,5.0,35.10855740537342,28.62696853680299,44.77442121364637,mandante,4.740530303030303,0.0,0.0,5.933333333333333,6.05,3.2372357723577228,3.3005825242718445,0,1.0
