,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Cuiabá,Flamengo,21.368251105303777,30.833940291736862,47.79780343101039,30.809089516667203,50.590034357664535
1,Corinthians,Athletico-PR,50.37529386896765,29.120361949297568,20.504331728974023,49.268187604415864,27.608406794585832
2,Internacional,Goiás,63.43325903581668,22.733178310583668,13.833313804595063,50.9459991630822,17.257613423169236
3,São Paulo,Botafogo,55.53503535696592,25.33756863687736,19.12731048570084,44.79624155066476,20.808825199002992
4,Fortaleza,Avaí,59.378655430158936,25.30781709822178,15.313449313193075,52.44221113982348,21.112644912938062
5,Atlético-MG,Ceará,53.227023687235906,29.151651166456766,17.621311824014125,54.15344372828632,27.357860693753995
6,Fluminense,América-MG,60.69835352436409,23.124465036691582,16.176939034229726,46.10520745797303,17.34298120668029
7,Coritiba,Bragantino,35.0698440454837,26.79399108933504,38.13614324268789,27.314199488752816,29.139493032583687
8,Atlético-GO,Palmeiras,13.143679803930569,22.537552508588604,64.31850977719022,17.142412725782133,52.36664485853421
9,Santos,Juventude,66.63244107996003,24.336664762144924,9.030814330291765,67.41146030731673,21.039832885216583
