,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,81.50999999999999,1,105.09166666666665,1,30.055000000000003,18
1,Internacional,60.38166666666668,2,75.455,2,41.58166666666667,7
2,Palmeiras,59.161666666666655,3,62.343333333333334,5,64.05333333333333,1
3,Goiás,52.70999999999999,4,55.565,11,38.07333333333333,11
4,Fortaleza,52.708333333333336,5,51.41833333333333,12,56.29,3
5,Atlético-MG,49.38166666666667,6,50.110000000000014,13,60.36333333333334,2
6,América-MG,49.0,7,56.673333333333325,10,34.473333333333336,15
7,Bragantino,48.30833333333333,8,74.0,3,43.87166666666667,5
8,São Paulo,45.87166666666667,9,49.818333333333335,14,40.218333333333334,9
9,Athletico-PR,43.818333333333335,10,59.6,8,38.800000000000004,10
10,Corinthians,43.49166666666667,11,64.76333333333334,4,35.43666666666667,13
11,Santos,42.723333333333336,12,60.665,6,33.38166666666667,16
12,Botafogo,38.598333333333336,13,44.835,15,41.093333333333334,8
13,Fluminense,35.27333333333333,14,59.72666666666666,7,44.38166666666666,4
14,Atlético-GO,33.945,15,38.25333333333334,20,35.20166666666667,14
15,Avaí,33.875,16,40.74666666666667,18,32.419999999999995,17
16,Coritiba,33.38666666666667,17,41.059999999999995,17,37.79833333333334,12
17,Ceará,33.195,18,40.031666666666666,19,43.57666666666666,6
18,Cuiabá,32.218333333333334,19,58.72666666666667,9,20.581666666666667,20
19,Juventude,29.671666666666667,20,44.72666666666667,16,28.709999999999997,19
