,atleta_id,apelido,ranking
0,102878,Terans,1
1,87999,Gustavo Scarpa,2
2,87863,Arrascaeta,3
3,94583,Pedro,4
4,100652,Yuri Alberto,5
5,87887,Balbuena,6
6,42234,Cássio,7
7,71684,Gustavo Gómez,8
8,83257,Gabriel,9
9,98225,Pedro Raul,10
10,89898,Róger Guedes,11
11,77713,Vítor Pereira,12
12,63013,Marcos Rocha,13
13,38229,Fábio Santos,14
14,68923,Gil,15
15,42500,Fagner,16
16,79631,Cano,17
17,43618,Luiz Felipe Scolari,18
18,102130,Piquerez,19
19,105208,Bento,20
