,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.466666666666666,4.0
1,Abner Vinícius,104513,Athletico-PR,LAT,4.05,0.6
2,Ademir,101314,Atlético-MG,ATA,-0.1,1.9749999999999999
3,Aderlan,88423,Bragantino,LAT,3.4,1.275
4,Adrián Martínez,104778,Coritiba,ATA,0.375,4.0
5,Adryelson,91664,Botafogo,ZAG,3.7,2.5500000000000003
6,Adson,111682,Corinthians,MEI,1.85,1.6500000000000001
7,Airton,106107,Atlético-GO,ATA,1.7500000000000002,-0.45
8,Alan Empereur,88033,Cuiabá,ZAG,0.55,1.4
9,Alan Kardec,50347,Atlético-MG,ATA,0.8333333333333334,12.8
10,Alan Patrick,68685,Internacional,MEI,0.09999999999999999,3.1666666666666665
11,Alef Manga,101254,Coritiba,ATA,4.7,6.166666666666667
12,Alemão,98219,Internacional,ATA,6.2,5.8
13,Alerrandro,101715,Bragantino,ATA,1.9,1.6
14,Alesson,97321,Cuiabá,ATA,2.766666666666667,0.26666666666666666
15,Alex Muralha,79066,Coritiba,GOL,4.25,3.5
16,Alex Santana,85465,Athletico-PR,MEI,4.1,4.3
17,Alisson,81845,São Paulo,MEI,0.30000000000000004,2.4
18,Allan,96652,Atlético-MG,MEI,1.7333333333333334,2.966666666666667
19,Aloísio,73850,América-MG,ATA,1.8,0.0
20,Alê,86388,América-MG,MEI,0.8999999999999999,-0.1
21,Anderson,102906,Athletico-PR,GOL,7.5,6.5
22,Anderson Leite,87691,Juventude,MEI,1.5,2.4
23,André,68690,Cuiabá,ATA,5.1,0.0
24,André,107498,Fluminense,MEI,2.3666666666666667,1.8
25,André Luís,92146,Cuiabá,ATA,3.075,2.95
26,Andrés,110517,São Paulo,MEI,-0.4,0.0
27,Andrés Hurtado,110715,Bragantino,LAT,2.35,0.0
28,António Oliveira,111578,Cuiabá,TEC,3.92,2.59
29,Apodi,51042,Goiás,MEI,1.2,-0.85
30,Arias,99815,Fluminense,MEI,7.6499999999999995,2.9333333333333336
31,Arrascaeta,87863,Flamengo,MEI,4.6,3.4
32,Arthur Chaves,111412,Avaí,ZAG,9.0,1.2
33,Arthur Henrique,86629,Atlético-GO,LAT,1.5499999999999998,4.3
34,Artur,95799,Bragantino,ATA,4.333333333333333,2.7750000000000004
35,Atuesta ,96754,Palmeiras,MEI,10.8,1.5
36,Auremir,77570,Goiás,MEI,-0.75,1.2000000000000002
37,Ayrton Lucas,88393,Flamengo,LAT,8.833333333333334,5.8999999999999995
38,Balbuena,87887,Corinthians,ZAG,5.85,4.15
39,Baralhas,99440,Atlético-GO,MEI,4.25,3.033333333333333
40,Bento,105208,Athletico-PR,GOL,4.5,3.0
41,Benítez,93550,América-MG,MEI,1.5666666666666664,3.3
42,Bernardo,112368,Coritiba,MEI,4.05,0.35
43,Bissoli,100762,Avaí,ATA,3.3333333333333335,7.566666666666666
44,Boschilia,86841,Coritiba,MEI,2.2,0.0
45,Braian Romero,101997,Internacional,ATA,0.5333333333333333,1.6333333333333335
46,Breno Lopes,93988,Palmeiras,ATA,0.0,-0.1
47,Bressan,72491,Avaí,ZAG,0.3999999999999999,0.0
48,Bruno Cortez,72079,Avaí,LAT,0.06666666666666672,1.925
49,Bruno Gomes,106202,Coritiba,MEI,3.35,5.033333333333334
50,Bruno Méndez,103700,Corinthians,ZAG,5.375,2.45
51,Bruno Nazário,81776,Juventude,MEI,0.04999999999999993,-0.16666666666666666
52,Bruno Pacheco,90061,Ceará,LAT,2.1333333333333333,3.266666666666667
53,Bruno Silva,68698,Avaí,MEI,4.133333333333334,5.8999999999999995
54,Bruno Tabata,107174,Palmeiras,MEI,0.0,1.1333333333333333
55,Bryan García,110013,Athletico-PR,MEI,-1.3,-0.1
56,Brítez,101995,Fortaleza,LAT,8.4,8.233333333333333
57,Bustos,96678,Internacional,LAT,10.3,2.433333333333333
58,Caetano,103575,Goiás,ZAG,6.599999999999999,2.475
59,Caio,101601,Goiás,MEI,-0.2666666666666666,1.3666666666666665
60,Caio Paulista,102318,Fluminense,ATA,4.933333333333333,2.1333333333333333
61,Calleri,89840,São Paulo,ATA,6.449999999999999,1.3
62,Camacho,68770,Santos,MEI,0.6,2.3666666666666667
63,Camilo,104519,Cuiabá,MEI,0.26666666666666666,1.8333333333333333
64,Camutanga,96793,Atlético-GO,ZAG,2.4,0.0
65,Cano,79631,Fluminense,ATA,8.0,0.5333333333333333
66,Canobbio,102928,Athletico-PR,ATA,1.85,2.8666666666666667
67,Cantillo,85315,Corinthians,MEI,-0.8,1.55
68,Capixaba,94894,Juventude,ATA,0.95,4.05
69,Carabajal,98723,Santos,MEI,2.35,0.6
70,Carlos Eduardo,90917,Bragantino,ATA,1.8499999999999999,1.9999999999999998
71,Carlos Sánchez,81677,Santos,MEI,2.3,4.95
72,Carlos de Pena,87242,Internacional,ATA,7.366666666666667,1.0749999999999997
