,clube,xG_mean,xG_total
0,Palmeiras,1.9248330347689204,26.947662486764887
1,Atlético-MG,1.5886074576949847,23.829111865424775
2,Flamengo,1.6152308799638608,22.61323231949406
3,Atlético-GO,1.404748820588189,21.071232308822818
4,Coritiba,1.392755682702957,20.891335240544343
5,Fortaleza,1.3840823380889493,20.761235071334244
6,Santos,1.3699465814070784,20.549198721106162
7,Internacional,1.362605575747852,20.439083636217777
8,São Paulo,1.357474169598167,20.36211254397251
9,Bragantino,1.1765955765613796,17.648933648420694
10,Fluminense,1.1681796945022282,17.522695417533413
11,América-MG,1.164678786701422,17.470181800521342
12,Botafogo,1.129630425266056,16.944456378990825
13,Ceará,1.121585905346143,16.823788580192147
14,Athletico-PR,1.0910425638742955,16.36563845811444
15,Avaí,1.009112777014181,15.136691655212717
16,Goiás,1.0078046502556763,15.117069753835143
17,Juventude,0.9698755092115879,14.54813263817382
18,Cuiabá,0.9385806186025637,14.078709279038453
19,Corinthians,0.9031008102049821,13.546512153074728
