,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 1, 'CA': 5, 'DS': 42, 'FC': 14, 'FF': 1, 'FS': 9, 'PI': 139, 'SG': 8}",38877,26,282,2,6,0.0,9.02,0.0,4.85,16,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",mariano,Mariano,Mariano,Mariano Ferreira Filho,https://s.glbimg.com/es/sde/f/2022/07/15/c04eede8e289c2e2a9d0b82097512fdc_FORMATO.png,Nulo
1,"{'A': 1, 'DS': 25, 'FC': 11, 'FD': 5, 'FF': 7, 'FS': 15, 'G': 1, 'I': 1, 'PI': 98}",38398,26,264,4,6,0.5,6.46,-0.56,3.06,16,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png,Nulo
2,"{'CA': 2, 'DS': 4, 'FC': 4, 'FD': 1, 'FS': 1, 'PI': 17, 'PP': 1, 'SG': 1}",38394,26,293,3,7,1.2,5.83,0.0,0.65,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Provável
3,"{'DE': 3, 'GS': 5, 'SG': 1}",38509,26,262,1,6,0.0,6.31,0.0,1.0,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png,Nulo
4,"{'A': 4, 'CA': 2, 'DS': 51, 'FC': 15, 'FF': 1, 'FS': 11, 'PI': 188, 'PS': 1, 'SG': 8}",63013,26,275,2,7,7.2,10.45,1.03,6.45,16,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png,Provável
5,"{'CA': 3, 'DS': 10, 'FC': 19, 'FD': 5, 'FF': 2, 'FS': 4, 'I': 2, 'PI': 46, 'SG': 2}",52827,26,262,3,7,0.7,4.36,-0.53,1.39,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",david-luiz,David Luiz,D. Luiz,David Luiz Moreira Marinho,https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png,Provável
6,"{'CA': 2, 'DE': 31, 'FS': 3, 'GS': 16, 'PC': 1, 'SG': 3}",37788,26,356,1,6,0.0,4.6,0.0,2.59,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",marcelo-boeck,Marcelo Boeck,M. Boeck,Marcelo Boeck,https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png,Nulo
7,"{'DE': 71, 'DS': 1, 'FS': 1, 'GS': 17, 'SG': 10}",42234,26,264,1,7,1.0,11.31,0.16,4.81,22,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Provável
8,{},37245,26,294,6,7,7.04,11.36,0.99,5.16,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",guto-ferreira,Guto Ferreira,G. Ferreira,Augusto Sérgio Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/7b5d614f3eafc2e2e12922930cd3590e_FORMATO.png,Provável
9,{},37281,26,285,6,7,5.41,9.93,0.16,5.12,23,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",mano-menezes,Mano Menezes,M. Menezes,Luis Antônio Venker de Menezes,https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png,Provável
