,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
1368,9,105901,Edson Fernando,Atlético-GO,MEI,2.27,2.8,0.53,0.0,0.0,35.123746656331875,11.352460729305553,0.0,2.554491184228793,0.4504361679975998,10.79126213592233,4.0,35.801585757228395,30.338477870746157,44.77442121364638,mandante,4.0,0.0,0.0,1.5,2.15,3.2372357723577236,3.3005825242718445,0,1.0
1339,9,87999,Gustavo Scarpa,Palmeiras,MEI,9.65,6.7,0.37,25.93333333333333,0.0,34.77479077492164,11.352460729305553,19.37,6.810189826085574,0.5549433155909772,10.79126213592233,11.0,75.45029083956206,30.338477870746157,44.77442121364638,mandante,4.7875,0.0,0.0,7.6,7.300000000000002,3.2372357723577236,3.3005825242718445,0,1.0
813,9,104646,Warley,Coritiba,LAT,5.42,0.0,0.0,0.0,0.0,26.716950987872924,12.208427807494852,0.0,1.5810688720550423,0.21901873137505326,10.79126213592233,7.0,52.38734477838628,30.338477870746157,44.77442121364638,mandante,3.825,0.0,0.0,5.2,0.0,3.2372357723577236,3.3005825242718445,0,1.0
736,9,109668,Hugo,Botafogo,LAT,5.58,2.3,-0.15,0.0,0.0,39.58816181040221,11.652761029605852,1.01,4.02557968347442,0.4512754501958392,10.79126213592233,7.0,42.78060287094727,6.5384892710131055,44.77442121364638,visitante,0.0,3.05,0.0,1.7,3.0,3.2372357723577236,3.3005825242718445,0,1.0
1330,9,110270,Gustavo Mantuan,Corinthians,MEI,8.690000000000001,12.0,2.05,26.77555555555556,12.037037037037035,40.35340408598276,11.352460729305553,11.098888888888887,6.682932003818817,0.7418245909687123,10.79126213592233,9.0,42.78060287094727,53.09708224483764,44.77442121364638,visitante,0.0,5.3025,0.0,2.5,5.7,3.2372357723577236,3.3005825242718445,0,1.0
738,9,73384,Samuel Xavier,Fluminense,LAT,6.1,1.9,-0.1,0.0,0.0,36.59640052462143,11.669921046765868,0.0,3.942085411850589,0.2971215560424425,10.79126213592233,7.0,25.881621300797075,30.338477870746157,44.77442121364638,mandante,3.716666666666667,0.0,0.0,2.6,3.4,3.2372357723577236,3.3005825242718445,0,1.0
1098,9,39148,Hulk,Atlético-MG,ATA,22.1,1.0,-1.99,45.64111111111111,23.61111111111111,24.298662287604245,11.352460729305553,15.10125,10.912138159692493,0.3433812237344589,10.79126213592233,8.0,42.78060287094727,38.22763668921035,44.77442121364638,visitante,0.0,4.9,0.0,8.375,3.75,3.2372357723577236,3.3005825242718445,0,1.0
1333,9,104580,Sandry,Santos,MEI,3.45,8.5,0.82,11.111111111111109,0.0,37.171046056572465,11.352460729305553,1.8522222222222224,3.641138900495433,0.7808252979863645,10.79126213592233,5.0,53.278543748655814,30.338477870746157,44.77442121364638,mandante,2.95,0.0,0.0,3.0,4.7,3.2372357723577236,3.3005825242718445,0,1.0
721,9,71227,Maicon,Santos,ZAG,12.94,1.5,0.08,11.111111111111109,0.0,43.154004529388935,12.441162876831232,7.798888888888888,7.600628743110688,0.3528602318368186,10.79126213592233,5.0,53.278543748655814,30.338477870746157,44.77442121364638,mandante,4.4375,0.0,0.0,5.166666666666666,1.5666666666666669,3.2372357723577236,3.3005825242718445,0,1.0
1095,9,86227,Morato,Avaí,ATA,12.26,1.2,-1.06,33.333333333333336,4.4444444444444455,26.361049592417768,11.352460729305553,16.464444444444442,9.791422306083945,0.4640455266272057,10.79126213592233,4.0,42.78060287094727,31.214292399598413,44.77442121364638,visitante,0.0,4.02,0.0,4.3,3.75,3.2372357723577236,3.3005825242718445,0,1.0
1094,9,98289,Churín,Atlético-GO,ATA,5.34,1.3,-1.1,8.888888888888891,6.666666666666668,26.26637943689569,11.352460729305553,7.442222222222222,4.692489240594195,0.5211670980193048,10.79126213592233,4.0,35.801585757228395,30.338477870746157,44.77442121364638,mandante,3.74,0.0,0.0,0.8,3.3000000000000003,3.2372357723577236,3.3005825242718445,0,1.0
1093,9,106931,Clayton,Coritiba,ATA,1.95,1.3,0.4,0.0,0.0,22.721970388331705,11.352460729305553,4.475555555555554,0.6776009451664466,0.16858385211559246,10.79126213592233,7.0,52.38734477838628,30.338477870746157,44.77442121364638,mandante,1.3833333333333333,0.0,0.0,-0.3333333333333333,1.6333333333333335,3.2372357723577236,3.3005825242718445,0,1.0
822,9,107226,Vitor Ricardo,Fortaleza,LAT,4.23,0.0,0.0,0.0,0.0,32.384256224143684,11.352460729305553,0.0,2.1281626862142358,0.5999999999999998,10.79126213592233,5.0,25.314508610086193,30.338477870746157,44.77442121364638,mandante,3.95,0.0,0.0,0.0,0.0,3.2372357723577236,3.3005825242718445,0,1.0
