,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Fortaleza,75.80000000000001,1,67.45500000000001,5,61.43500000000001,2
1,Flamengo,75.78333333333333,2,96.78333333333332,1,51.32666666666666,6
2,Internacional,74.56500000000001,3,81.36333333333334,2,48.4,7
3,Atlético-MG,62.50999999999999,4,58.654999999999994,9,66.89166666666667,1
4,América-MG,62.10833333333333,5,51.87166666666667,15,47.85499999999999,9
5,Palmeiras,58.41833333333333,6,70.63499999999999,4,56.581666666666656,3
6,Santos,56.78,7,65.93666666666667,6,45.6,11
7,Athletico-PR,54.583333333333336,8,64.0,7,48.4,7
8,Goiás,52.255,9,56.05500000000001,13,53.49166666666667,4
9,Corinthians,48.94499999999999,10,62.126666666666665,8,32.27333333333333,17
10,Botafogo,48.67166666666666,11,41.87,18,52.72833333333333,5
11,Fluminense,44.544999999999995,12,72.49,3,41.6,14
12,Cuiabá,44.416666666666664,13,56.81666666666666,11,29.253333333333334,20
13,Coritiba,44.09666666666667,14,56.751666666666665,12,38.943333333333335,15
14,Ceará,42.413333333333334,15,41.903333333333336,17,43.20166666666666,12
15,São Paulo,40.961666666666666,16,54.14333333333334,14,41.853333333333346,13
16,Bragantino,39.671666666666674,17,58.41833333333333,10,46.324999999999996,10
17,Atlético-GO,36.29,18,36.21666666666666,20,34.69166666666667,16
18,Avaí,31.29166666666666,19,39.836666666666666,19,31.22,18
19,Juventude,29.945000000000004,20,46.945,16,30.834999999999997,19
