,clube,P,GP,GC,SG,Fase,ranking
0,Corinthians,12,8,4,4,12,1
1,Santos,10,10,4,6,10,2
2,Goiás,10,12,18,-6,5,3
3,América-MG,9,7,6,1,9,4
4,Bragantino,8,8,4,4,8,5
5,São Paulo,8,9,6,3,8,6
6,Atlético-MG,8,8,6,2,8,7
7,Botafogo,8,7,6,1,8,8
8,Internacional,8,4,4,0,8,9
9,Cuiabá,7,4,6,-2,7,10
10,Palmeiras,6,7,5,2,6,11
11,Flamengo,5,4,4,0,5,12
12,Fluminense,5,4,5,-1,5,13
13,Ceará,4,4,7,-3,4,14
14,Juventude,3,5,9,-4,3,15
15,Atlético-GO,3,3,8,-5,3,16
16,Fortaleza,2,2,5,-3,2,17
