,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
10,"{'DS': 2, 'FD': 1, 'FS': 1, 'PI': 2}",111412,6,314,3,7,3.9,5.08,0.75,2.7,6,,,Arthur Chaves,A. Chaves,Arthur Largura Chaves,https://s.glbimg.com/es/sde/f/2022/02/21/6102697e6547301f26bd68d36caacf40_FORMATO.png,Provável
11,{},84338,6,356,1,7,0.0,2.98,0.0,1.5,4,,,Max Walef,M. Walef,Max Walef Araújo da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,Provável
12,"{'DE': 2, 'FS': 1, 'GS': 1}",86508,6,276,1,7,1.5,6.65,-0.04,2.0,6,,,Jandrei,Jandrei,Jandrei Chitolina Carniel,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Provável
13,"{'CA': 1, 'DS': 8, 'FC': 7, 'FF': 1, 'FS': 5, 'PI': 17}",95638,6,356,3,7,0.5,5.91,-0.38,2.02,4,,marcelo-benevenuto,Marcelo Benevenuto,M. Benevenuto,Marcelo da Conceição Benevenuto Malaquias,https://s.glbimg.com/es/sde/f/2022/05/12/5021e3ea5f8c3db816a9537e53808b5a_FORMATO.png,Provável
14,"{'DS': 5, 'FC': 2, 'FF': 1, 'FS': 1, 'PI': 22}",91888,6,314,2,7,4.5,5.13,0.87,2.33,6,,,Kevin ,Kevin ,Kevin Peterson dos Santos Silva,https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png,Provável
15,"{'DS': 2, 'FC': 2, 'FF': 1, 'FS': 2, 'PI': 7}",86864,6,327,2,7,2.9,2.59,-0.58,-0.65,2,,,Marlon ,Marlon ,Marlon Matheus Lopes do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,Provável
16,"{'CA': 3, 'DS': 10, 'FC': 8, 'FS': 8, 'PC': 1, 'PI': 56, 'SG': 2}",104257,6,1371,2,7,2.1,6.28,0.01,2.8,5,,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,Provável
17,"{'DS': 5, 'FS': 1, 'PI': 14}",96725,6,263,2,7,5.1,7.55,0.62,3.8,6,,,Saravia,Saravia,Renzo Saravia,https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png,Provável
18,"{'CV': 1, 'DS': 2, 'FC': 1, 'PI': 2}",115502,6,356,3,3,-1.1,2.17,-0.23,0.75,4,,,Ceballos,Ceballos,Brayan Andrés Ceballos Jiménez,https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png,Suspenso
19,"{'DS': 3, 'FS': 1, 'PI': 6, 'SG': 1}",68942,6,294,3,7,8.5,7.24,1.8,3.08,6,,,Luciano Castán,L. Castán,Luciano Castán da Silva,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,Provável
20,"{'DS': 8, 'FC': 2, 'FF': 2, 'FS': 2, 'FT': 1, 'G': 2, 'PI': 23}",78478,6,262,4,7,18.7,9.33,3.73,5.66,5,,willian-arao,Willian Arão,W. Arão,Willian Souza Arão da Silva,https://s.glbimg.com/es/sde/f/2022/04/25/de6583b845572b4fd501530503901c3a_FORMATO.png,Provável
21,"{'DS': 1, 'FC': 2, 'PI': 2}",91203,6,327,3,7,0.4,1.97,0.27,0.14,5,,,Éder,Éder,Éder Ferreira Graminho,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,Provável
22,"{'A': 1, 'DS': 1, 'FC': 1, 'FF': 1, 'PI': 3}",63289,6,285,4,7,6.4,12.06,0.86,4.96,5,,,Edenílson,Edenílson,Edenílson Andrade dos Santos,https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png,Provável
23,{},82764,6,286,3,2,0.0,5.13,0.0,3.1,5,,,Rafael Forster,R. Forster,Rafael Forster,https://s.glbimg.com/es/sde/f/2022/03/03/1a3eff81c014dfeadd31543510923abd_FORMATO.png,Dúvida
24,"{'DS': 5, 'FF': 1, 'FS': 3, 'PI': 8}",109282,6,266,5,7,7.5,7.16,1.5,3.92,6,,,Luiz Henrique,L. Henrique,Luiz Henrique André Rosa da Silva,https://s.glbimg.com/es/sde/f/2021/08/19/131f19bc697057f38a3c8ec99c785a97_FORMATO.png,Provável
25,"{'CA': 1, 'DE': 4, 'GS': 1}",91422,6,286,1,7,2.0,2.82,0.26,1.25,6,,,César,César,César Augusto Soares dos Reis Ribela,https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png,Provável
26,"{'DS': 3, 'FC': 1, 'PI': 3}",98225,6,290,5,7,3.0,7.75,0.39,4.58,5,,,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png,Provável
27,{},62130,6,286,2,2,0.0,2.17,0.0,1.28,4,,,William Matheus,W. Matheus,William Matheus da Silva,https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png,Dúvida
28,"{'CA': 1, 'DS': 6, 'FC': 4, 'FF': 3, 'FS': 3, 'G': 1, 'I': 1, 'PI': 28}",107231,6,275,4,7,9.1,7.27,1.85,2.8,5,,danilo,Danilo,Danilo,Danilo dos Santos de Oliveira,https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png,Provável
29,"{'CA': 1, 'DS': 1, 'FC': 1, 'FS': 2, 'PI': 8}",100084,6,276,4,7,0.1,6.41,-0.79,2.75,6,,,Igor Gomes,I. Gomes,Igor Silveira Gomes,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,Provável
30,{},107555,6,294,2,6,0.0,2.39,0.0,0.93,3,,,Guilherme Biro,G. Biro,Guilherme da Trindade Dubas,https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png,Nulo
31,"{'CA': 1, 'DS': 2, 'FC': 3, 'FS': 4, 'PI': 8}",88393,6,262,2,7,-1.3,4.19,-0.9,0.85,2,,ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,Provável
32,"{'DS': 1, 'FC': 2, 'FD': 1, 'FS': 1, 'G': 1, 'PI': 8}",94509,6,275,4,7,9.5,18.07,1.15,8.06,5,,,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Provável
33,"{'CA': 1, 'DE': 29, 'GS': 7, 'SG': 1}",72290,6,327,1,7,6.0,7.23,0.63,4.33,6,,jailson,Jailson,Jailson,Jailson Marcelino dos Santos,https://s.glbimg.com/es/sde/f/2022/02/25/89f6931decc893fa4555b93c4a37fe22_FORMATO.png,Provável
34,"{'DE': 4, 'SG': 1}",82453,6,290,1,7,9.0,7.44,0.46,4.5,6,,,Tadeu,Tadeu,Tadeu Antônio Ferreira,https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png,Provável
35,"{'FF': 1, 'SG': 1}",114497,6,290,2,6,5.8,2.41,1.41,5.8,1,,,Juan Pablo,J. Pablo,Juan Pablo Vilela Tavares,https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png,Nulo
36,{},92180,6,290,6,7,5.82,5.0,0.67,3.88,5,,,Jair Ventura,J. Ventura,Jair Ventura,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,Provável
37,"{'CA': 2, 'DS': 8, 'FC': 9, 'FD': 2, 'FF': 5, 'FS': 3, 'G': 1, 'I': 4, 'PI': 34}",101254,6,294,5,7,0.6,8.42,-0.15,2.83,6,,alef-manga,Alef Manga,A. Manga,Alef Mangueira Severino Pereira,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,Provável
38,"{'DS': 1, 'FC': 1, 'FD': 1, 'PI': 5, 'SG': 1}",103575,6,290,3,7,6.6,5.15,1.01,3.2,3,,,Caetano,Caetano,João Victor Andrade Caetano,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,Provável
39,"{'CA': 1, 'DS': 2, 'FC': 1, 'FF': 1, 'FS': 3, 'PI': 7}",90285,6,262,5,7,2.7,15.51,-1.18,7.83,3,,,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png,Provável
40,{'SG': 1},98619,6,275,3,7,0.0,4.37,0.0,5.0,1,,kuscevic,Kuscevic,Kuscevic,Benjamín Kuscevic Jaramillo,https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png,Provável
41,{},63013,6,275,2,7,0.0,6.52,0.0,3.55,4,,,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png,Provável
42,"{'DS': 5, 'FC': 3, 'FD': 2, 'FF': 1, 'FS': 1, 'G': 1, 'PI': 5}",93787,6,294,4,7,16.3,18.33,2.72,10.32,5,,,Andrey,Andrey,Andrey Ramos do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png,Provável
43,"{'DS': 4, 'FC': 1, 'PI': 6, 'SG': 1}",103347,6,294,2,7,8.9,8.69,1.06,4.75,6,,,Matheus Alexandre,M. Alexandre,Matheus Alexandre Anastácio de Souza,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,Provável
44,"{'DS': 2, 'FC': 1, 'FD': 2, 'FF': 1, 'PI': 2, 'SG': 1}",50856,6,294,3,7,10.1,7.09,2.15,2.97,6,,,Henrique,Henrique,Henrique Adriano Buss,https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png,Provável
45,{},88881,6,294,6,7,7.79,11.61,1.05,5.73,6,,,Gustavo Morínigo,G. Morínigo,Gustavo Eliseo Morínigo Vázquez,https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png,Provável
46,"{'DS': 1, 'FS': 3, 'PI': 2}",53865,6,294,5,7,2.5,14.49,0.02,7.86,5,,,Léo Gamalho,L. Gamalho,Leonardo Gamalho de Souza,https://s.glbimg.com/es/sde/f/2022/02/23/4b8edf6d0d6b8c3a3c39de67b5bd75e1_FORMATO.png,Provável
47,"{'A': 1, 'DS': 2, 'FD': 2, 'FF': 1, 'FS': 3, 'PI': 10}",94916,6,282,4,6,11.1,12.87,0.95,6.6,5,,,Nacho Fernández,N. Fernández,Ignacio Martín Fernández,https://s.glbimg.com/es/sde/f/2021/04/23/021bc265ea84999199e1b2449e23766c_FORMATO.png,Nulo
48,"{'DE': 1, 'FS': 1, 'SG': 1}",79066,6,294,1,7,6.5,7.48,1.08,3.25,6,,,Alex Muralha,A. Muralha,Alex Roberto Santana Rafael ,https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png,Provável
49,"{'CA': 1, 'DS': 4, 'FC': 1, 'FS': 4, 'PI': 4}",63058,6,294,4,7,5.1,8.54,0.58,4.38,6,,,Willian Farias,W. Farias,Willian Roberto Farias,https://s.glbimg.com/es/sde/f/2022/02/23/3b24fb4ac7b26a6349acb31a2578de4c_FORMATO.png,Provável
50,"{'A': 1, 'DS': 2, 'FD': 1, 'FF': 1, 'FS': 4, 'PI': 10, 'SG': 1}",42145,6,294,2,7,15.4,17.2,2.61,8.34,5,,,Egídio,Egídio,Egídio de Araújo Pereira Júnior,https://s.glbimg.com/es/sde/f/2022/02/23/c73f6de76388d7abc83e4fe10be2059a_FORMATO.png,Provável
51,"{'CA': 1, 'DE': 3, 'GS': 2}",101574,6,262,1,7,0.0,3.44,-0.64,1.04,5,,,Hugo Souza,H. Souza,Hugo de Souza Nogueira,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,Provável
52,"{'A': 1, 'DS': 2, 'FD': 1, 'FF': 1, 'FS': 2, 'PI': 11}",87999,6,275,4,7,9.3,9.16,1.11,5.38,4,,,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.glbimg.com/es/sde/f/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,Provável
53,"{'DS': 1, 'PI': 8}",97900,6,285,3,7,0.4,4.62,-1.1,4.3,2,,,Vitão,Vitão,Vitor Eduardo da Silva Matos,https://s.glbimg.com/es/sde/f/2022/04/07/01775b31d2f7befdabaf91e9ab272edd_FORMATO.png,Provável
54,"{'DS': 2, 'FC': 3, 'PI': 9, 'SG': 1}",87228,6,282,2,6,5.6,13.16,0.0,4.62,5,,,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,https://s.glbimg.com/es/sde/f/2021/05/02/282a160d63e94aaad12311a7c3bbf3f0_FORMATO.png,Nulo
55,"{'DS': 1, 'FD': 1, 'FS': 2, 'PI': 7}",108946,6,263,5,7,2.7,9.84,-0.01,4.38,6,,,Victor Sá,V. Sá,João Victor Santos Sá,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,Provável
56,"{'DS': 4, 'FC': 1, 'FD': 2, 'FF': 1, 'FS': 1, 'FT': 1, 'PI': 1}",91573,6,276,3,7,11.1,8.04,2.04,4.15,4,,,Arboleda,Arboleda,Robert Abel Arboleda Escobar,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Provável
57,"{'DS': 3, 'FS': 2, 'PI': 4}",38144,6,276,2,7,4.2,9.0,0.63,2.72,6,,,Rafinha,Rafinha,Márcio Rafael Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png,Provável
58,"{'CA': 2, 'DS': 4, 'FC': 3, 'FF': 2, 'FS': 1, 'PI': 18, 'SG': 1}",98484,6,263,3,7,0.3,2.83,-0.97,1.44,5,,kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png,Provável
59,"{'DS': 4, 'FS': 2, 'PI': 6}",73384,6,266,2,7,0.0,5.77,0.0,2.6,2,,samuel-xavier,Samuel Xavier,S. Xavier,Samuel Xavier Brito,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,Provável
60,"{'CA': 1, 'DS': 2, 'FC': 2, 'FF': 1, 'FS': 1, 'PI': 20, 'SG': 1}",85626,6,276,3,2,0.7,5.03,-0.55,1.28,4,,leo,Léo,Léo,Leonardo Pinheiro da Conceição,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,Dúvida
61,"{'CA': 1, 'DS': 19, 'FC': 10, 'FF': 2, 'FS': 8, 'PI': 26}",97908,6,263,4,7,1.4,7.07,-0.22,3.63,6,,luis-oyama,Luís Oyama,L. Oyama,Luís Felipe Oyama,https://s.glbimg.com/es/sde/f/2022/03/25/268b1a146aebc4fb25bbcc38654f08b0_FORMATO.png,Provável
62,"{'CA': 1, 'DS': 10, 'FC': 8, 'FD': 3, 'FF': 3, 'FS': 4, 'G': 2, 'PC': 1, 'PI': 14}",104521,6,277,4,7,2.9,8.96,0.27,5.03,6,,vinicius-zanocelo,Vinícius Zanocelo,V. Zanocelo,Vinícius Nelson de Souza Zanocelo,https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png,Provável
63,{},97341,6,276,6,7,4.78,11.92,0.29,4.59,6,,,Rogério Ceni,R. Ceni,Rogério Ceni,https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,Provável
64,"{'DS': 1, 'FS': 3, 'PI': 18}",106824,6,276,2,7,0.9,9.87,-0.32,3.9,6,,,Welington ,Welington ,Welington Damascena Santos,https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,Provável
65,"{'DS': 2, 'FC': 4, 'FS': 3, 'PI': 8}",100079,6,282,4,6,1.9,14.08,-0.58,5.58,5,,,Zaracho,Zaracho,Federico Matías Javier Zaracho,https://s.glbimg.com/es/sde/f/2021/04/23/ccb1d73771f04699045f78f794f4481d_FORMATO.png,Nulo
66,"{'DS': 1, 'FS': 1, 'PI': 3}",82455,6,275,4,7,1.4,13.13,-1.18,7.56,5,,,Zé Rafael,Z. Rafael,José Rafael Vivian,https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png,Provável
67,{},39850,6,327,6,7,1.01,6.08,-0.41,4.03,5,,,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
68,"{'CA': 1, 'FC': 1, 'FS': 2, 'PI': 8}",60969,6,327,2,7,-1.1,6.26,-0.81,3.13,6,,,Patric,Patric,Patric Cabral Lalau,https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png,Provável
69,"{'FC': 1, 'FS': 1, 'G': 1, 'PI': 13}",73347,6,290,4,7,6.9,8.97,0.49,7.44,5,,,Elvis,Elvis,Elvis Vieira Araújo,https://s.glbimg.com/es/sde/f/2022/03/10/921e45ca3c1a59af28403b7d2cb8cc5e_FORMATO.png,Provável
70,"{'A': 1, 'FD': 2, 'FF': 1, 'PI': 6}",110270,6,264,4,7,7.6,9.86,1.28,4.18,6,,,Gustavo Mantuan,G. Mantuan,Gustavo Mantuan,https://s.glbimg.com/es/sde/f/2021/08/06/7eb5c5b1e5131db15df017abd219e20e_FORMATO.png,Provável
71,"{'CV': 1, 'DS': 1, 'FC': 2}",89226,6,327,3,3,-2.4,7.88,-1.93,5.3,5,,,Iago Maidana,I. Maidana,Iago Justen Maidana Martins,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Suspenso
72,"{'CA': 1, 'DS': 6, 'FC': 6, 'FD': 2, 'FF': 1, 'I': 1, 'PI': 15}",52827,6,262,3,7,0.0,5.23,-0.62,1.5,4,,david-luiz,David Luiz,D. Luiz,David Luiz Moreira Marinho,https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png,Provável
73,"{'DS': 1, 'FC': 8, 'FD': 2, 'FF': 7, 'FS': 6, 'G': 2, 'I': 5, 'PI': 14}",91607,6,275,5,7,2.7,9.41,-0.06,4.78,5,,rony,Rony,Rony,Ronielson da Silva Barbosa,https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,Provável
74,"{'FC': 1, 'FD': 2, 'FF': 3, 'FS': 1, 'G': 2, 'PI': 6}",79631,6,266,5,7,20.4,14.15,3.62,6.33,6,,,Cano,Cano,Germán Ezequiel Cano,https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png,Provável
75,"{'DE': 16, 'GS': 5, 'SG': 2}",71631,6,275,1,7,8.0,11.36,1.51,4.2,5,,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,Provável
76,{},72391,6,266,6,7,4.2,7.98,0.34,3.32,2,,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,Provável
77,{},80692,6,275,3,6,0.0,8.0,0.0,0.0,0,,,Luan,Luan,Luan Garcia Teixeira,https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png,Nulo
78,"{'DS': 7, 'FC': 1, 'FD': 1, 'I': 1, 'PI': 10, 'SG': 2}",68923,6,264,3,7,0.8,7.14,-1.41,6.07,3,,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png,Provável
79,"{'DS': 1, 'FD': 1, 'PI': 1}",68773,6,327,5,7,2.3,2.92,0.13,1.57,3,,,Henrique Almeida,H. Almeida,Henrique Almeida Caixeta Nascentes,https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png,Provável
80,"{'DS': 1, 'PI': 1}",96754,6,275,4,6,1.1,2.23,-0.11,0.5,4,,,Atuesta ,Atuesta ,Eduard Andrés Atuesta Velasco,https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png,Nulo
81,"{'DS': 11, 'FC': 6, 'FD': 3, 'FF': 2, 'FS': 16, 'I': 1, 'PI': 34}",51772,6,262,4,7,2.1,7.37,-0.76,4.22,5,,everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,https://s.glbimg.com/es/sde/f/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png,Provável
82,{},107645,6,277,6,7,2.77,9.97,-0.47,4.96,6,,fabian-bustos,Fabián Bustos,F. Bustos,Fabián Daniel Bustos,https://s.glbimg.com/es/sde/f/2022/03/03/a96235f2bb25a5f65aae085d91ee43d4_FORMATO.png,Provável
83,"{'DS': 1, 'FC': 3, 'FD': 1, 'FF': 4, 'FS': 2, 'PI': 15}",87009,6,266,4,7,-0.8,4.25,-0.83,1.4,3,,nathan,Nathan,Nathan,Nathan Allan de Souza,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,Provável
84,"{'CA': 2, 'DS': 5, 'FC': 12, 'FD': 5, 'FF': 9, 'FS': 16, 'G': 3, 'I': 3, 'PI': 14}",109497,6,277,5,7,5.3,12.2,-0.13,7.32,6,,marcos-leonardo,Marcos Leonardo,M. Leonardo,Marcos Leonardo Santos Almeida,https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,Provável
85,"{'A': 1, 'CA': 2, 'DS': 9, 'FC': 5, 'FF': 1, 'FS': 4, 'I': 1, 'PI': 42, 'SG': 2}",78077,6,277,2,7,0.4,7.79,-0.75,3.47,6,,madson,Madson,Madson,Madson Ferreira dos Santos,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,Provável
86,"{'FC': 1, 'FS': 3, 'PI': 9, 'SG': 1}",88065,6,275,2,7,5.3,1.74,1.02,0.73,3,,,Jorge,Jorge,Jorge Marco de Oliveira Moraes,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,Provável
87,"{'DS': 1, 'FF': 1, 'FS': 2, 'I': 1, 'PI': 7}",86485,6,282,5,6,2.2,7.32,0.3,2.13,3,,,Keno,Keno,Marcos da Silva França,https://s.glbimg.com/es/sde/f/2021/05/02/cc190959ce99d1236ff0a230132fb245_FORMATO.png,Nulo
