,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.0,0.5,1.75,0.25,1.875,0.375,1.5,1.5,1.5
1,São Paulo,2.2,0.8,1.0,1.3333333333333333,1.6,1.0666666666666667,1.4000000000000001,-0.33333333333333326,0.5333333333333334
2,Corinthians,1.4,0.4,1.1666666666666667,1.1666666666666667,1.2833333333333332,0.7833333333333334,0.9999999999999999,0.0,0.4999999999999998
3,Internacional,1.6,1.0,1.0,0.8333333333333334,1.3,0.9166666666666667,0.6000000000000001,0.16666666666666663,0.3833333333333333
4,Santos,1.5,0.6666666666666666,0.8,1.0,1.15,0.8333333333333333,0.8333333333333334,-0.19999999999999996,0.31666666666666665
5,Atlético-MG,1.5,1.0,1.4,1.6,1.45,1.3,0.5,-0.20000000000000018,0.1499999999999999
6,Bragantino,1.1666666666666667,0.8333333333333334,0.8,1.0,0.9833333333333334,0.9166666666666667,0.33333333333333337,-0.19999999999999996,0.06666666666666665
7,Coritiba,1.5,0.8333333333333334,1.0,1.6,1.25,1.2166666666666668,0.6666666666666666,-0.6000000000000001,0.033333333333333215
8,Fluminense,1.3333333333333333,1.5,0.8,0.8,1.0666666666666667,1.15,-0.16666666666666674,0.0,-0.08333333333333326
9,América-MG,1.6,1.0,0.5,1.3333333333333333,1.05,1.1666666666666665,0.6000000000000001,-0.8333333333333333,-0.11666666666666647
10,Flamengo,1.25,1.0,1.0,1.5,1.125,1.25,0.25,-0.5,-0.125
11,Atlético-GO,1.0,0.6666666666666666,0.8,1.4,0.9,1.0333333333333332,0.33333333333333337,-0.5999999999999999,-0.1333333333333332
12,Goiás,1.2,1.0,1.0,1.5,1.1,1.25,0.19999999999999996,-0.5,-0.1499999999999999
13,Athletico-PR,1.0,0.8,0.8333333333333334,1.3333333333333333,0.9166666666666667,1.0666666666666667,0.19999999999999996,-0.4999999999999999,-0.1499999999999999
14,Avaí,1.6,1.2,0.6666666666666666,1.5,1.1333333333333333,1.35,0.40000000000000013,-0.8333333333333334,-0.21666666666666679
15,Ceará,1.0,1.75,1.1428571428571428,0.8571428571428571,1.0714285714285714,1.3035714285714286,-0.75,0.2857142857142857,-0.2321428571428572
16,Cuiabá,0.6666666666666666,0.6666666666666666,1.0,1.6,0.8333333333333333,1.1333333333333333,0.0,-0.6000000000000001,-0.30000000000000004
17,Botafogo,1.2,1.6,0.8333333333333334,1.3333333333333333,1.0166666666666666,1.4666666666666668,-0.40000000000000013,-0.4999999999999999,-0.4500000000000002
18,Fortaleza,0.42857142857142855,0.8571428571428571,1.0,1.5,0.7142857142857143,1.1785714285714286,-0.42857142857142855,-0.5,-0.4642857142857143
19,Juventude,0.5,1.5,1.0,1.8,0.75,1.65,-1.0,-0.8,-0.8999999999999999
